GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0009532,plastid stroma,1126,171,116.21,1.1e-07,8.514e-05
GO:0009536,plastid,3612,464,372.77,4.8e-07,0.00018576
