106292165	Bo1g003050.1
106292166	Bo1g139860.1
106292167	Bo1g143690.1
106292169	Bo5g117290.1
106292171	Bo1g052890.1
106292174	Bo5g118440.1
106292175	Bo00923s040.1
106292177	Bo5g118550.1
106292181	Bo1g047930.1
106292183	Bo5g118700.1
106292185	Bo5g118760.1
106292191	Bo5g118900.1
106292192	Bo01081s040.1
106292194	Bo5g120000.1
106292195	Bo5g120020.1
106292196	Bo5g120110.1
106292201	Bo1g008470.1
106292202	Bo1g018070.1
106292211	Bo1g051260.1
106292212	Bo5g121360.1
106292218	Bo5g122660.1
106292219	Bo1g071130.1
106292220	Bo5g122680.1
106292221	Bo5g122790.1
106292229	Bo1g144170.1
106292233	Bo5g123030.1
106292234	Bo5g123040.1
106292235	Bo5g123060.1
106292237	Bo5g123130.1
106292239	Bo5g123180.1
106292240	Bo1g057020.1
106292243	Bo5g123260.1
106292245	Bo8g033680.1
106292246	Bo5g123370.1
106292247	Bo5g123420.1
106292248	Bo1g002540.1
106292252	Bo5g123550.1
106292257	Bo5g123670.1
106292259	Bo5g123760.1
106292261	Bo5g123840.1
106292263	Bo5g124990.1
106292268	Bo5g126090.1
106292272	Bo5g126200.1
106292273	Bo1g016940.1
106292275	Bo5g126500.1
106292277	Bo5g126580.1
106292278	Bo5g126630.1
106292280	Bo5g126980.1
106292281	Bo1g017920.1
106292282	Bo5g127060.1
106292283	Bo5g127330.1
106292286	Bo1g005980.1
106292287	Bo5g127520.1
106292289	Bo5g127700.1
106292294	Bo1g150140.1
106292298	Bo5g129030.1
106292302	Bo1g004970.1
106292306	Bo5g130480.1
106292309	Bo5g130520.1
106292312	Bo5g131570.1
106292315	Bo5g131960.1
106292317	Bo5g131980.1
106292321	Bo5g132310.1
106292326	Bo5g132470.1
106292329	Bo1g130010.1
106292331	Bo5g132740.1
106292338	Bo5g133290.1
106292339	Bo1g003610.1
106292340	Bo5g133300.1
106292341	Bo5g133400.1
106292342	Bo5g133440.1
106292343	Bo5g134650.1
106292344	Bo5g134670.1
106292346	Bo1g078910.1
106292349	Bo5g134900.1
106292350	Bo5g134920.1
106292351	Bo5g134930.1
106292352	Bo5g134940.1
106292356	Bo1g136070.1
106292357	Bo5g136430.1
106292358	Bo5g136480.1
106292362	Bo1g039080.1
106292364	Bo5g136790.1
106292365	Bo5g136800.1
106292366	Bo5g136880.1
106292367	Bo5g137060.1
106292368	Bo5g137180.1
106292370	Bo5g137300.1
106292374	Bo5g137460.1
106292375	Bo5g137470.1
106292376	Bo1g141410.1
106292379	Bo5g137620.1
106292380	Bo5g137930.1
106292384	Bo5g139330.1
106292387	Bo1g053750.1
106292390	Bo5g139480.1
106292391	Bo5g139500.1
106292392	Bo5g139710.1
106292394	Bo5g139980.1
106292396	Bo5g140150.1
106292397	Bo1g102040.1
106292398	Bo5g141220.1
106292400	Bo5g141660.1
106292405	Bo5g143110.1
106292406	Bo5g143280.1
106292407	Bo5g143330.1
106292409	Bo01014s050.1
106292411	Bo5g143560.1
106292412	Bo5g143620.1
106292413	Bo5g143630.1
106292415	Bo1g143800.1
106292417	Bo5g145180.1
106292418	Bo5g145200.1
106292419	Bo5g145270.1
106292421	Bo1g017010.1
106292428	Bo5g149950.1
106292434	Bo5g151470.1
106292435	Bo5g152660.1
106292436	Bo5g152670.1
106292437	Bo5g152750.1
106292438	Bo5g153860.1
106292440	Bo00920s030.1
106292441	Bo1g108800.1
106292443	Bo6g081300.1
106292445	Bo5g155080.1
106292446	Bo5g014680.1
106292447	Bo5g014750.1
106292448	Bo5g013660.1
106292449	Bo5g013650.1
106292450	Bo1g003430.1
106292452	Bo5g014670.1
106292453	Bo5g014730.1
106292454	Bo5g014720.1
106292455	Bo5g013510.1
106292456	Bo5g014710.1
106292457	Bo5g013630.1
106292459	Bo5g013520.1
106292460	Bo1g139450.1
106292461	Bo5g013640.1
106292462	Bo5g013600.1
106292463	Bo5g013540.1
106292464	Bo5g013530.1
106292465	Bo5g014700.1
106292467	Bo1g139440.1
106292468	Bo5g013590.1
106292472	Bo5g007660.1
106292473	Bo5g007690.1
106292474	Bo5g007680.1
106292475	Bo5g007770.1
106292476	Bo5g007730.1
106292477	Bo5g007750.1
106292478	Bo5g007700.1
106292479	Bo5g007670.1
106292480	Bo1g046420.1
106292481	Bo5g007720.1
106292483	Bo5g007710.1
106292484	Bo5g007740.1
106292485	Bo5g007760.1
106292486	Bo5g003390.1
106292487	Bo5g152740.1
106292488	Bo5g005250.1
106292489	Bo1g027130.1
106292490	Bo5g137780.1
106292491	Bo5g137800.1
106292492	Bo5g137760.1
106292493	Bo5g137790.1
106292494	Bo5g137730.1
106292495	Bo5g137850.1
106292496	Bo5g137830.1
106292498	Bo5g137740.1
106292499	Bo5g137770.1
106292500	Bo5g137820.1
106292501	Bo5g137860.1
106292502	Bo5g137750.1
106292503	Bo5g137810.1
106292504	Bo5g137840.1
106292506	Bo1g007510.1
106292510	Bo5g153990.1
106292512	Bo5g125020.1
106292515	Bo5g007490.1
106292516	Bo5g007510.1
106292517	Bo5g007480.1
106292518	Bo5g007520.1
106292519	Bo5g007530.1
106292520	Bo5g007500.1
106292521	Bo5g132650.1
106292522	Bo1g024170.1
106292523	Bo5g132750.1
106292524	Bo5g051780.1
106292526	Bo5g027160.1
106292527	Bo5g098120.1
106292528	Bo5g141580.1
106292529	Bo5g003450.1
106292530	Bo5g039080.1
106292531	Bo1g108930.1
106292532	Bo5g021540.1
106292533	Bo5g005050.1
106292534	Bo5g003370.1
106292535	Bo5g053450.1
106292536	Bo5g098130.1
106292537	Bo5g121410.1
106292538	Bo5g016380.1
106292539	Bo1g037570.1
106292540	Bo5g150340.1
106292541	Bo5g148630.1
106292542	Bo5g043090.1
106292543	Bo5g025550.1
106292544	Bo5g136670.1
106292545	Bo5g093290.1
106292546	Bo5g050600.1
106292547	Bo5g136210.1
106292549	Bo1g037520.1
106292550	Bo5g035030.1
106292552	Bo5g150030.1
106292553	Bo5g150020.1
106292554	Bo5g150010.1
106292555	Bo5g132770.1
106292556	Bo5g146950.1
106292557	Bo5g053490.1
106292559	Bo1g155130.1
106292560	Bo5g025210.1
106292561	Bo5g019420.1
106292562	Bo5g156400.1
106292563	Bo5g156300.1
106292564	Bo5g141490.1
106292565	Bo5g098650.1
106292566	Bo5g134960.1
106292567	Bo5g086620.1
106292568	Bo5g065600.1
106292569	Bo1g128510.1
106292570	Bo5g136620.1
106292571	Bo5g022080.1
106292572	Bo5g137020.1
106292573	Bo5g052010.1
106292574	Bo5g049240.1
106292575	Bo5g017820.1
106292576	Bo5g017800.1
106292577	Bo5g010630.1
106292579	Bo5g020930.1
106292580	Bo5g027390.1
106292581	Bo5g021670.1
106292582	Bo1g098520.1
106292583	Bo5g097020.1
106292584	Bo5g107420.1
106292585	Bo1g017380.1
106292586	Bo5g141650.1
106292587	Bo5g145390.1
106292588	Bo5g150090.1
106292590	Bo5g014930.1
106292591	Bo5g004040.1
106292592	Bo5g004400.1
106292593	Bo5g101130.1
106292594	Bo5g029060.1
106292595	Bo1g059300.1
106292597	Bo5g012110.1
106292598	Bo5g039210.1
106292599	Bo5g034350.1
106292600	Bo5g034970.1
106292601	Bo5g005380.1
106292602	Bo5g016980.1
106292603	Bo5g121450.1
106292604	Bo1g020370.1
106292605	Bo5g004880.1
106292606	Bo5g111230.1
106292607	Bo5g029110.1
106292608	Bo5g049290.1
106292609	Bo5g093450.1
106292610	Bo5g008210.1
106292611	Bo5g132170.1
106292612	Bo5g094610.1
106292613	Bo5g025620.1
106292614	Bo5g150250.1
106292616	Bo5g011990.1
106292617	Bo5g038870.1
106292618	Bo5g007790.1
106292619	Bo5g137000.1
106292620	Bo5g136680.1
106292621	Bo5g144850.1
106292622	Bo5g145500.1
106292623	Bo1g011020.1
106292624	Bo5g003360.1
106292625	Bo5g132640.1
106292626	Bo5g077530.1
106292627	Bo5g132600.1
106292628	Bo5g127030.1
106292630	Bo5g098200.1
106292631	Bo5g143160.1
106292633	Bo5g098680.1
106292634	Bo5g001020.1
106292635	Bo5g113720.1
106292636	Bo5g023560.1
106292637	Bo5g143470.1
106292638	Bo5g133040.1
106292639	Bo5g020020.1
106292640	Bo5g016790.1
106292641	Bo5g051800.1
106292642	Bo5g008260.1
106292643	Bo5g133490.1
106292644	Bo1g144460.1
106292645	Bo5g039390.1
106292646	Bo5g137330.1
106292647	Bo5g019400.1
106292648	Bo5g003790.1
106292649	Bo5g019720.1
106292650	Bo5g034870.1
106292651	Bo5g007140.1
106292652	Bo5g146560.1
106292653	Bo1g008710.1
106292654	Bo5g127610.1
106292655	Bo5g051890.1
106292656	Bo5g039950.1
106292657	Bo5g123090.1
106292658	Bo5g056010.1
106292659	Bo5g023860.1
106292661	Bo5g144820.1
106292662	Bo5g148320.1
106292663	Bo5g005030.1
106292664	Bo5g023980.1
106292665	Bo5g094560.1
106292666	Bo1g020010.1
106292667	Bo5g010570.1
106292668	Bo5g016770.1
106292669	Bo5g151520.1
106292670	Bo5g110070.1
106292672	Bo5g146770.1
106292673	Bo1g139560.1
106292674	Bo5g027680.1
106292675	Bo5g138070.1
106292676	Bo1g074680.1
106292677	Bo5g008840.1
106292678	Bo9g176530.1
106292681	Bo5g133500.1
106292682	Bo5g021590.1
106292685	Bo5g143370.1
106292687	Bo5g133470.1
