Boleracea_gene,NCBI_gene
Bo9g092740,106314732
Bo1g108320,106314734
Bo9g094180,106314740
Bo9g094290,106314745
Bo1g005950,106314758
Bo1g011550,106314779
Bo9g097010,106314781
Bo1g046510,106314783
Bo1g022630,106314787
Bo9g097250,106314788
Bo5g085040,106314794
Bo2g013940,106314799
Bo1g084850,106314800
Bo9g098820,106314801
Bo1g014680,106314809
Bo9g101060,106314811
Bo9g101090,106314812
Bo1g005940,106314813
Bo1g014670,106314817
Bo9g102250,106314818
Bo1g118890,106314824
Bo1g040670,106314825
Bo9g102450,106314826
Bo1g040660,106314832
Bo1g108650,106314846
Bo9g106070,106314847
Bo9g108200,106314851
Bo9g108220,106314852
Bo9g108250,106314854
Bo1g108620,106314856
Bo9g108410,106314863
Bo1g108630,106314864
Bo9g108440,106314866
Bo1g108600,106314872
Bo1g002250,106314877
Bo9g110980,106314879
Bo9g111000,106314880
Bo1g043160,106314883
Bo1g053470,106314891
Bo9g111370,106314896
Bo1g011210,106314897
Bo9g112600,106314899
Bo9g112690,106314901
Bo9g137120,106314902
Bo9g113790,106314903
Bo1g108700,106314905
Bo9g115070,106314911
Bo1g108690,106314912
Bo9g117240,106314914
Bo9g117280,106314915
Bo9g117350,106314916
Bo9g117410,106314919
Bo1g108680,106314921
Bo9g117510,106314922
Bo9g117650,106314926
Bo9g119050,106314935
Bo9g119060,106314936
Bo9g119130,106314938
Bo9g120370,106314943
Bo9g120580,106314948
Bo9g120590,106314949
Bo1g017160,106314950
Bo9g120670,106314953
Bo9g120750,106314954
Bo9g120780,106314956
Bo1g144360,106314957
Bo1g098730,106314958
Bo1g017150,106314959
Bo9g121010,106314961
Bo9g121020,106314962
Bo9g122230,106314969
Bo9g122240,106314970
Bo9g122280,106314971
Bo9g123360,106314973
Bo9g123430,106314976
Bo9g125930,106314981
Bo9g125950,106314982
Bo9g126340,106314990
Bo1g108870,106314991
Bo9g127370,106314992
Bo9g130760,106315004
Bo9g130790,106315006
Bo9g081960,106315009
Bo9g133310,106315012
Bo9g133370,106315014
Bo9g134710,106315027
Bo9g135110,106315036
Bo9g135320,106315038
Bo9g135360,106315043
Bo6g051470,106315044
Bo9g135630,106315047
Bo9g135660,106315048
Bo9g135670,106315049
Bo9g135710,106315050
Bo1g108970,106315051
Bo9g135720,106315052
Bo9g135770,106315053
Bo9g135830,106315054
Bo9g135860,106315057
Bo9g137000,106315061
Bo9g137260,106315063
Bo3g040270,106315064
Bo9g138290,106315065
Bo1g110140,106315066
Bo9g139330,106315067
Bo9g139380,106315068
Bo9g139500,106315071
Bo9g140640,106315073
Bo1g021820,106315075
Bo1g112300,106315084
Bo9g141010,106315085
Bo9g141130,106315088
Bo3g069040,106315089
Bo9g141160,106315090
Bo9g141180,106315091
Bo01134s010,106315092
Bo1g112290,106315093
Bo9g141210,106315094
Bo9g141260,106315097
Bo9g142420,106315101
Bo9g142460,106315104
Bo9g143620,106315107
Bo9g144770,106315108
Bo1g112360,106315109
Bo9g148190,106315114
Bo9g148320,106315118
Bo8g071450,106315119
Bo9g148600,106315120
Bo1g112370,106315122
Bo9g149640,106315123
Bo9g150120,106315127
Bo1g112380,106315128
Bo9g150240,106315131
Bo1g112390,106315136
Bo9g151680,106315140
Bo9g151740,106315142
Bo1g047950,106315144
Bo9g151970,106315145
Bo9g152060,106315146
Bo1g112400,106315147
Bo9g152180,106315149
Bo9g152350,106315152
Bo9g154030,106315157
Bo9g154090,106315159
Bo9g154100,106315160
Bo9g154140,106315161
Bo1g078620,106315162
Bo9g154210,106315164
Bo9g154230,106315165
Bo1g112440,106315168
Bo9g154340,106315169
Bo9g154590,106315173
Bo1g055360,106315174
Bo9g155910,106315177
Bo9g155940,106315179
Bo1g055370,106315180
Bo9g155980,106315181
Bo9g156210,106315186
Bo1g046400,106315188
Bo9g157330,106315191
Bo9g157380,106315192
Bo9g157390,106315193
Bo9g157430,106315194
Bo1g114600,106315196
Bo9g159790,106315197
Bo9g159890,106315199
Bo1g114630,106315202
Bo9g160100,106315203
Bo9g160250,106315206
Bo9g160260,106315207
Bo1g114650,106315212
Bo5g069480,106315218
Bo9g163470,106315223
Bo9g163500,106315224
Bo9g163580,106315226
Bo1g114640,106315228
Bo9g163760,106315229
Bo9g163890,106315232
Bo9g164260,106315237
Bo9g164340,106315239
Bo9g165470,106315240
Bo9g165580,106315244
Bo1g114690,106315248
Bo9g165840,106315249
Bo8g015140,106315250
Bo9g166030,106315251
Bo9g166230,106315252
Bo4g188320,106315257
Bo9g169030,106315260
Bo9g169350,106315263
Bo1g114840,106315266
Bo9g169990,106315271
Bo1g047940,106315273
Bo1g114880,106315274
Bo1g114920,106315281
Bo9g171470,106315282
Bo9g171710,106315283
Bo9g172160,106315286
Bo1g114910,106315287
Bo9g173430,106315292
Bo9g173480,106315294
Bo1g047830,106315296
Bo9g173770,106315298
Bo9g173810,106315299
Bo9g173860,106315300
Bo9g174070,106315301
Bo9g174180,106315302
Bo1g115940,106315304
Bo9g174770,106315306
Bo9g174990,106315308
Bo7g008360,106315309
Bo1g115960,106315312
Bo9g176090,106315318
Bo9g176110,106315319
Bo9g176120,106315320
Bo9g176130,106315321
Bo1g115950,106315322
Bo9g176140,106315323
Bo9g176230,106315324
Bo9g176250,106315325
Bo9g176300,106315326
Bo9g176390,106315327
Bo9g176440,106315329
Bo3g031340,106315336
Bo9g177340,106315337
Bo9g177420,106315340
Bo9g177440,106315341
Bo9g177490,106315342
Bo9g177530,106315343
Bo9g177610,106315344
Bo9g177670,106315345
Bo9g177680,106315346
Bo9g177720,106315347
Bo1g002720,106315350
Bo9g178940,106315351
Bo9g179050,106315352
Bo9g180080,106315354
Bo9g181120,106315356
Bo9g181150,106315357
Bo9g181160,106315359
Bo9g181210,106315361
Bo9g181530,106315364
Bo1g002700,106315365
Bo9g181710,106315366
Bo00947s030,106315369
Bo9g182010,106315370
Bo9g183150,106315372
Bo9g183190,106315373
Bo9g183280,106315374
Bo9g183290,106315375
Bo9g186200,106315382
Bo9g151560,106315383
Bo1g003110,106315384
Bo9g133180,106315385
Bo9g023750,106315388
Bo9g059370,106315389
Bo9g059410,106315391
Bo9g059400,106315392
Bo9g059390,106315393
Bo1g116300,106315394
Bo9g059440,106315395
Bo9g059360,106315397
Bo9g059380,106315398
Bo9g133020,106315404
Bo9g158600,106315405
Bo9g159640,106315406
Bo9g159720,106315407
Bo9g158580,106315408
Bo1g117400,106315409
Bo9g159690,106315410
Bo9g158570,106315413
Bo9g159650,106315414
Bo9g158560,106315415
Bo9g159660,106315416
Bo1g117410,106315420
Bo9g163200,106315421
Bo1g151550,106315423
Bo9g005640,106315425
Bo9g029350,106315426
Bo9g029500,106315427
Bo9g029370,106315428
Bo9g029490,106315429
Bo1g022350,106315431
Bo9g029380,106315432
Bo9g029400,106315434
Bo9g029430,106315435
Bo9g029410,106315436
Bo9g015250,106315439
Bo1g117540,106315440
Bo9g015240,106315441
Bo9g015230,106315442
Bo9g009100,106315443
Bo9g037010,106315444
Bo9g006360,106315445
Bo9g006460,106315446
Bo9g006350,106315447
Bo9g006450,106315448
Bo1g117560,106315449
Bo9g006470,106315450
Bo9g006480,106315451
Bo9g006370,106315453
Bo9g006490,106315454
Bo9g111250,106315455
Bo9g111270,106315456
Bo9g111260,106315457
Bo1g117570,106315458
Bo9g111240,106315459
Bo9g111280,106315460
Bo9g092550,106315462
Bo1g039700,106315463
Bo9g092570,106315465
Bo9g092480,106315466
Bo9g092520,106315468
Bo9g045360,106315470
Bo9g006140,106315471
Bo1g007480,106315472
Bo9g008180,106315473
Bo9g091080,106315474
Bo9g022070,106315475
Bo9g171420,106315476
Bo9g010870,106315477
Bo9g010880,106315478
Bo9g010890,106315480
Bo9g010900,106315481
Bo9g010910,106315482
Bo9g010920,106315483
Bo9g010930,106315484
Bo9g010940,106315485
Bo9g010950,106315486
Bo9g031000,106315487
Bo1g117630,106315488
Bo9g174470,106315490
Bo9g139560,106315493
Bo9g028870,106315494
Bo9g084650,106315496
Bo9g184790,106315497
Bo9g173870,106315498
Bo1g117660,106315499
Bo9g087030,106315502
Bo9g028850,106315503
Bo9g023770,106315504
Bo9g134780,106315505
Bo9g134810,106315506
Bo9g134800,106315507
Bo9g134770,106315508
Bo9g134790,106315509
Bo9g017620,106315510
Bo9g003580,106315511
Bo1g093110,106315512
Bo9g176720,106315513
Bo9g141200,106315514
Bo9g094110,106315515
Bo9g054580,106315516
Bo9g164150,106315517
Bo9g078530,106315518
Bo9g028960,106315519
Bo9g036810,106315520
Bo9g018160,106315521
Bo9g148460,106315523
Bo1g117670,106315524
Bo9g176900,106315525
Bo9g004000,106315526
Bo9g157410,106315527
Bo9g004420,106315528
Bo9g033710,106315529
Bo9g149720,106315530
Bo9g175290,106315531
Bo9g090850,106315534
Bo9g152420,106315535
Bo9g117420,106315536
Bo9g006060,106315537
Bo1g117680,106315538
Bo9g069520,106315539
Bo9g069550,106315540
Bo9g069560,106315541
Bo9g133130,106315542
Bo9g100050,106315543
Bo9g013780,106315544
Bo9g013790,106315545
Bo9g006040,106315546
Bo1g007420,106315547
Bo9g165720,106315548
Bo9g067070,106315549
Bo9g118940,106315550
Bo9g133630,106315551
Bo9g117430,106315552
Bo9g112630,106315553
Bo9g057170,106315554
Bo9g166620,106315555
Bo9g065470,106315556
Bo9g175750,106315557
Bo9g056040,106315558
Bo9g032480,106315559
Bo9g140860,106315561
Bo9g014840,106315562
Bo1g118870,106315563
Bo9g059770,106315564
Bo9g076000,106315565
Bo9g171220,106315566
Bo9g176310,106315567
Bo9g030880,106315568
Bo9g163990,106315569
Bo9g164160,106315570
Bo9g174540,106315571
Bo9g151660,106315572
Bo1g058980,106315573
Bo9g140890,106315574
Bo9g106030,106315577
Bo9g011330,106315578
Bo9g020330,106315581
Bo9g166460,106315582
Bo9g028170,106315583
Bo1g058990,106315584
Bo9g001110,106315585
Bo9g036900,106315586
Bo9g004040,106315587
Bo9g010820,106315588
Bo9g118990,106315589
Bo9g177400,106315591
Bo9g011420,106315592
Bo2g104860,106315593
Bo9g061540,106315594
Bo9g182020,106315595
Bo9g010440,106315596
Bo1g118780,106315597
Bo9g071640,106315599
Bo9g008820,106315600
Bo9g008950,106315601
Bo9g093950,106315602
Bo9g168950,106315603
Bo9g084660,106315604
Bo9g174780,106315605
Bo9g171140,106315606
Bo9g080730,106315607
Bo9g171590,106315608
Bo9g027630,106315609
Bo9g094170,106315610
Bo9g008490,106315611
Bo9g090820,106315613
Bo9g161790,106315614
Bo1g118830,106315615
Bo9g032170,106315616
Bo9g160130,106315617
Bo9g078340,106315618
Bo9g028290,106315619
Bo9g069760,106315620
Bo9g013950,106315621
Bo9g028250,106315623
Bo9g009850,106315624
Bo9g149910,106315625
Bo9g069750,106315626
Bo9g121080,106315627
Bo9g184810,106315628
Bo9g055840,106315629
Bo9g025750,106315630
Bo9g062660,106315631
Bo9g126240,106315632
Bo9g030600,106315633
Bo9g061420,106315634
Bo9g035590,106315635
Bo9g169740,106315636
Bo9g045270,106315638
Bo9g174870,106315639
Bo9g078300,106315640
Bo9g003920,106315641
Bo9g027370,106315642
Bo9g009180,106315643
Bo9g184730,106315644
Bo9g177240,106315645
Bo9g166220,106315647
Bo9g172230,106315649
Bo9g022350,106315650
Bo9g151920,106315653
Bo9g055940,106315654
Bo1g118840,106315656
Bo9g145870,106315657
Bo9g119040,106315658
Bo9g023880,106315659
Bo9g021950,106315660
Bo9g091090,106315661
Bo9g108670,106315663
Bo9g175420,106315664
Bo1g118820,106315665
Bo9g055770,106315666
Bo9g176710,106315667
Bo9g053400,106315668
Bo9g066950,106315669
Bo9g104770,106315670
Bo9g028840,106315671
Bo9g061400,106315672
Bo9g153820,106315673
Bo9g102300,106315674
Bo9g058690,106315676
Bo9g003960,106315677
Bo9g044230,106315678
Bo9g117460,106315679
Bo9g069960,106315681
Bo9g121130,106315682
Bo9g026120,106315683
Bo9g018510,106315684
Bo9g028380,106315685
Bo1g019760,106315686
Bo4g136960,106315687
Bo9g133470,106315688
Bo9g171400,106315689
Bo9g088380,106315690
Bo9g169790,106315691
Bo9g008900,106315692
Bo9g027910,106315693
Bo9g154520,106315694
Bo9g108360,106315695
Bo9g044220,106315696
Bo1g016710,106315697
Bo9g033940,106315698
Bo9g058760,106315699
Bo9g120660,106315700
Bo9g094080,106315702
Bo9g055640,106315703
Bo9g172020,106315704
Bo9g053410,106315705
Bo9g175840,106315707
Bo9g014480,106315708
Bo9g032580,106315709
Bo9g169420,106315710
Bo9g058720,106315711
Bo9g022080,106315712
Bo1g078990,106315713
Bo9g169770,106315714
Bo9g169780,106315715
Bo9g084460,106315716
Bo9g009330,106315717
Bo9g007500,106315718
Bo1g078420,106315719
Bo9g150230,106315720
Bo9g122220,106315721
Bo9g002370,106315722
Bo9g148180,106315723
Bo9g014660,106315724
Bo9g062680,106315725
Bo9g017460,106315726
Bo9g015060,106315727
Bo9g003610,106315729
Bo9g029570,106315730
Bo9g168940,106315731
Bo9g023720,106315732
Bo9g055660,106315733
Bo9g183580,106315734
Bo9g027880,106315735
Bo9g142490,106315736
Bo9g177170,106315738
Bo1g118960,106315739
Bo9g135490,106315740
Bo9g024730,106315741
Bo9g017850,106315742
Bo9g061230,106315743
Bo9g176270,106315744
Bo9g010490,106315745
Bo9g174940,106315746
Bo1g020240,106315747
Bo9g002500,106315748
Bo9g022050,106315749
Bo9g148280,106315750
Bo9g004230,106315751
Bo9g028370,106315752
Bo9g177270,106315753
Bo9g014760,106315754
Bo9g058380,106315755
Bo9g016340,106315757
Bo9g058630,106315758
Bo9g069490,106315759
Bo9g018840,106315760
Bo9g008070,106315761
Bo9g013960,106315762
Bo9g059190,106315763
Bo9g058490,106315765
Bo9g029090,106315766
Bo9g139350,106315767
Bo9g060010,106315768
Bo9g077700,106315770
Bo1g118990,106315771
Bo9g153960,106315772
Bo9g061410,106315773
Bo9g166370,106315774
Bo9g009550,106315775
Bo9g174140,106315776
Bo9g183520,106315778
Bo9g004210,106315779
Bo9g014230,106315781
Bo1g011810,106315782
Bo9g026320,106315784
Bo9g157320,106315785
Bo9g130920,106315787
Bo9g182000,106315788
Bo9g018690,106315789
Bo9g094320,106315790
Bo9g165610,106315792
Bo9g029150,106315794
Bo9g167810,106315795
Bo9g062860,106315796
Bo9g166090,106315797
Bo9g003900,106315798
Bo9g147040,106315799
Bo9g174970,106315800
Bo9g173440,106315801
Bo9g023710,106315802
Bo9g176240,106315803
Bo1g086260,106315804
Bo9g014080,106315805
Bo9g157280,106315806
Bo9g022140,106315808
Bo9g154270,106315809
Bo9g022240,106315810
Bo9g018530,106315811
Bo9g171410,106315812
Bo9g183430,106315814
Bo9g169110,106315815
Bo9g171340,106315818
Bo9g024090,106315819
Bo1g119090,106315820
Bo9g153870,106315821
Bo9g014730,106315822
Bo9g140750,106315823
Bo9g183480,106315824
Bo9g168900,106315825
Bo9g035160,106315826
Bo9g065440,106315828
Bo1g119120,106315829
Bo9g106020,106315830
Bo9g069410,106315831
Bo9g171430,106315832
Bo9g162940,106315833
Bo9g088090,106315836
Bo9g026330,106315837
Bo9g010030,106315838
Bo9g095700,106315840
Bo9g171610,106315841
Bo9g011490,106315843
Bo1g002900,106315844
Bo9g076590,106315846
Bo9g108620,106315847
Bo1g138510,106315848
Bo9g027420,106315849
Bo9g009750,106315850
Bo9g004120,106315851
Bo9g008330,106315852
Bo9g005900,106315854
Bo1g119130,106315855
Bo9g177660,106315857
Bo9g048750,106315858
Bo9g128450,106315860
Bo9g123650,106315861
Bo9g171510,106315863
Bo9g058360,106315864
Bo1g003130,106315865
Bo9g165440,106315867
Bo9g073050,106315868
Bo9g166660,106315869
Bo9g169850,106315870
Bo9g009910,106315871
Bo9g169090,106315872
Bo9g154740,106315874
Bo9g033740,106315875
Bo9g024250,106315876
Bo9g008220,106315877
Bo9g154580,106315878
Bo9g011020,106315879
Bo9g008630,106315880
Bo9g028360,106315881
Bo9g058390,106315883
Bo9g171210,106315884
Bo9g184980,106315885
Bo9g029230,106315886
Bo1g034690,106315887
Bo9g093920,106315888
Bo9g120920,106315889
Bo9g014500,106315890
Bo9g014950,106315891
Bo9g120390,106315892
Bo9g175780,106315893
Bo1g034680,106315894
Bo9g067010,106315895
Bo9g015040,106315896
Bo9g172210,106315897
Bo9g172200,106315898
Bo9g014700,106315899
Bo9g009580,106315901
Bo9g150390,106315902
Bo9g150410,106315904
Bo9g059470,106315905
Bo9g152360,106315906
Bo9g117490,106315907
Bo9g025830,106315908
Bo9g058840,106315909
Bo1g119350,106315910
Bo9g058580,106315912
Bo9g029040,106315913
Bo9g090880,106315914
Bo9g027850,106315915
Bo9g170060,106315916
Bo9g009350,106315917
Bo9g181730,106315918
Bo9g025790,106315920
Bo9g150070,106315921
Bo9g160210,106315923
Bo9g042190,106315926
Bo9g025960,106315927
Bo9g018080,106315929
Bo9g002220,106315930
Bo9g032160,106315931
Bo9g024360,106315932
Bo9g008770,106315933
Bo9g170100,106315934
Bo9g037360,106315935
Bo9g004170,106315936
Bo9g114020,106315937
Bo9g173950,106315938
Bo9g020410,106315940
Bo9g054570,106315941
Bo9g091420,106315942
Bo9g058250,106315943
Bo9g163550,106315944
Bo9g077950,106315945
Bo9g063020,106315947
Bo9g088150,106315948
Bo9g017740,106315949
Bo9g101200,106315950
Bo9g091210,106315951
Bo9g011070,106315952
Bo9g175680,106315954
Bo1g119390,106315955
Bo9g073060,106315956
Bo9g164110,106315957
Bo9g176480,106315958
Bo9g179020,106315959
Bo9g133510,106315960
Bo9g018540,106315961
Bo9g004220,106315962
Bo9g144750,106315963
Bo9g088180,106315964
Bo9g169680,106315966
Bo9g078460,106315967
Bo9g008290,106315968
Bo9g184610,106315969
Bo9g150220,106315970
Bo9g069590,106315971
Bo9g031080,106315973
Bo9g059220,106315975
Bo9g010100,106315977
Bo9g177140,106315981
Bo9g118890,106315983
Bo9g009810,106315984
Bo9g011210,106315985
Bo9g165360,106315986
Bo9g177230,106315987
Bo9g177220,106315988
Bo9g176650,106315989
Bo9g004150,106315990
Bo9g013690,106315991
Bo9g009090,106315992
Bo9g021890,106315993
Bo9g036850,106315994
Bo9g032140,106315995
Bo9g028200,106315996
Bo9g181930,106315998
Bo9g102520,106315999
Bo9g076430,106316000
Bo9g069500,106316001
Bo1g102320,106316002
Bo9g169830,106316003
Bo9g060040,106316004
Bo9g036740,106316005
Bo9g040900,106316006
Bo9g169870,106316007
Bo9g050970,106316008
Bo9g097170,106316010
Bo9g002240,106316011
Bo9g177250,106316013
Bo9g176100,106316015
Bo9g177260,106316016
Bo9g036720,106316017
Bo9g069650,106316018
Bo9g077860,106316019
Bo9g123330,106316021
Bo9g061350,106316023
Bo9g059870,106316024
Bo9g176180,106316025
Bo9g175630,106316028
Bo9g154300,106316029
Bo9g113800,106316030
Bo9g071620,106316032
Bo1g039870,106316033
Bo9g077910,106316034
Bo9g004510,106316035
Bo9g137100,106316036
Bo9g161490,106316037
Bo9g166400,106316040
Bo1g104920,106316043
Bo9g023820,106316045
Bo9g093980,106316046
Bo9g018090,106316047
Bo9g008670,106316050
Bo9g113930,106316051
Bo9g030960,106316053
Bo9g133420,106316054
Bo9g181260,106316056
Bo9g009900,106316057
Bo9g181340,106316058
Bo9g030900,106316059
Bo9g150010,106316060
Bo9g150000,106316061
Bo9g076470,106316062
Bo1g121600,106316063
Bo9g010780,106316067
Bo9g018140,106316068
Bo9g013940,106316070
Bo1g121620,106316071
Bo9g130670,106316072
Bo9g020310,106316074
Bo9g151780,106316076
Bo9g009200,106316077
Bo9g009190,106316078
Bo1g121630,106316079
Bo9g140810,106316081
Bo9g008130,106316084
Bo9g018210,106316085
Bo9g037290,106316086
Bo9g103650,106316087
Bo1g121610,106316088
Bo9g166160,106316089
Bo9g109760,106316092
Bo9g176640,106316093
Bo9g017690,106316094
Bo9g176780,106316095
Bo9g174710,106316096
Bo1g121640,106316098
Bo9g176370,106316100
Bo9g027490,106316101
Bo9g104750,106316102
Bo9g117230,106316103
Bo9g086910,106316105
Bo9g173650,106316106
Bo1g040480,106316107
Bo9g117400,106316108
Bo9g062950,106316109
Bo9g153920,106316110
Bo9g108680,106316111
Bo9g037220,106316113
Bo1g040490,106316115
Bo9g176510,106316117
Bo9g163390,106316118
Bo9g074520,106316119
Bo9g069400,106316121
Bo9g052150,106316122
Bo1g025880,106316123
Bo9g120700,106316124
Bo9g137040,106316125
Bo9g021780,106316126
Bo9g022340,106316128
Bo9g014370,106316129
Bo9g043340,106316130
Bo9g069830,106316131
Bo9g058240,106316132
Bo1g009890,106316133
Bo9g074570,106316135
Bo9g003600,106316136
Bo9g014360,106316137
Bo9g028970,106316138
Bo9g144830,106316139
Bo1g009900,106316140
Bo9g092670,106316141
Bo9g135760,106316142
Bo9g104780,106316143
Bo9g008970,106316146
Bo9g108560,106316147
Bo9g011360,106316148
Bo1g122830,106316150
Bo9g139440,106316152
Bo9g030980,106316153
Bo9g025990,106316154
Bo1g139070,106316155
Bo9g175060,106316157
Bo9g169760,106316159
Bo9g139510,106316160
Bo9g157340,106316161
Bo1g031970,106316163
Bo9g160080,106316164
Bo9g006110,106316166
Bo9g133240,106316170
Bo9g183300,106316172
Bo1g122980,106316173
Bo9g056150,106316174
Bo9g059480,106316175
Bo9g112740,106316176
Bo9g117560,106316178
Bo9g176470,106316179
Bo9g174060,106316180
Bo9g183210,106316181
Bo9g003930,106316182
Bo1g123010,106316183
Bo9g175500,106316184
Bo2g094570,106316185
Bo9g108290,106316186
Bo9g159830,106316188
Bo9g165550,106316190
Bo9g006260,106316191
Bo1g010990,106316193
Bo9g009600,106316195
Bo9g037350,106316196
Bo9g157510,106316197
Bo9g121040,106316200
Bo9g007820,106316201
Bo9g008690,106316202
Bo1g123130,106316203
Bo9g103610,106316206
Bo9g139300,106316207
Bo9g177020,106316208
Bo9g076460,106316209
Bo9g084270,106316210
Bo9g037480,106316211
Bo1g039050,106316212
Bo9g029080,106316213
Bo9g171560,106316214
Bo9g079550,106316215
Bo9g052060,106316218
Bo9g055870,106316220
Bo9g024200,106316221
Bo9g166730,106316222
Bo9g178830,106316223
Bo9g021740,106316224
Bo9g028760,106316225
Bo1g123170,106316226
Bo9g009710,106316227
Bo9g175820,106316228
Bo9g184940,106316229
Bo9g108570,106316230
Bo9g070270,106316231
Bo9g023900,106316233
Bo9g157270,106316234
Bo9g009450,106316235
Bo9g029120,106316236
Bo9g171940,106316237
Bo9g165380,106316238
Bo9g078050,106316239
Bo9g181790,106316240
Bo1g123310,106316241
Bo9g159990,106316245
Bo9g008860,106316247
Bo9g009170,106316248
Bo9g183590,106316249
Bo9g148610,106316250
Bo9g101130,106316251
Bo9g094120,106316252
Bo9g160110,106316253
Bo1g051800,106316254
Bo9g095780,106316256
Bo9g147070,106316259
Bo9g009050,106316260
Bo9g174150,106316261
Bo1g123330,106316263
Bo9g183460,106316268
Bo9g093940,106316269
Bo9g075800,106316270
Bo9g014010,106316271
Bo9g166140,106316273
Bo1g123320,106316274
Bo9g166250,106316275
Bo9g020270,106316276
Bo9g002350,106316279
Bo9g173820,106316280
Bo9g169270,106316281
Bo9g166690,106316282
Bo1g123340,106316284
Bo9g122320,106316285
Bo9g023730,106316287
Bo9g166350,106316288
Bo9g018060,106316289
Bo9g015070,106316290
Bo1g123370,106316292
Bo9g108310,106316293
Bo7g096110,106316294
Bo9g044090,106316295
Bo9g007830,106316296
Bo9g137050,106316298
Bo9g014210,106316301
Bo9g165410,106316304
Bo9g017790,106316306
Bo9g151650,106316307
Bo1g123520,106316308
Bo9g175830,106316309
Bo9g019120,106316310
Bo9g130860,106316311
Bo9g148310,106316315
Bo1g123490,106316317
Bo9g013820,106316319
Bo9g069570,106316321
Bo9g011380,106316323
Bo9g011320,106316325
Bo9g183450,106316326
Bo1g123510,106316327
Bo3g002030,106316328
Bo9g091330,106316329
Bo9g163780,106316330
Bo9g167820,106316332
Bo9g028270,106316333
Bo9g111050,106316334
Bo9g139340,106316335
Bo9g074400,106316337
Bo9g049870,106316338
Bo9g170040,106316340
Bo9g183420,106316342
Bo9g106010,106316343
Bo9g018330,106316344
Bo9g135260,106316345
Bo9g154620,106316346
Bo9g125880,106316347
Bo9g008590,106316351
Bo9g170050,106316352
Bo1g123580,106316353
Bo9g176740,106316354
Bo9g072970,106316356
Bo9g070250,106316357
Bo9g172050,106316358
Bo9g157290,106316361
Bo1g123650,106316363
Bo9g118780,106316364
Bo9g154470,106316365
Bo1g008680,106316366
Bo9g075970,106316367
Bo9g103660,106316368
Bo1g123670,106316369
Bo9g035580,106316370
Bo9g061070,106316371
Bo9g024580,106316373
Bo9g059010,106316374
Bo9g027680,106316377
Bo9g176500,106316378
Bo9g072760,106316379
Bo1g123660,106316380
Bo9g020470,106316381
Bo9g175870,106316382
Bo9g175860,106316383
Bo9g079670,106316384
Bo9g095460,106316386
Bo9g140980,106316387
Bo9g025880,106316388
Bo9g062900,106316390
Bo9g076270,106316391
Bo9g165900,106316392
Bo9g165930,106316393
Bo9g025970,106316394
Bo9g088060,106316395
Bo9g076360,106316396
Bo9g163100,106316397
Bo9g174360,106316398
Bo9g152260,106316399
Bo9g165600,106316400
Bo9g163490,106316401
Bo9g163540,106316403
Bo9g113890,106316404
Bo9g018920,106316405
Bo9g088330,106316406
Bo9g171810,106316408
Bo9g030870,106316412
Bo9g017900,106316413
Bo9g011440,106316414
Bo9g010000,106316415
Bo9g093780,106316419
Bo1g016630,106316420
Bo9g017910,106316422
Bo9g076480,106316423
Bo9g139450,106316425
Bo9g175570,106316426
Bo9g175560,106316427
Bo9g013800,106316428
Bo9g177310,106316429
Bo9g079680,106316430
Bo9g186140,106316431
Bo9g169470,106316432
Bo9g176680,106316433
Bo9g176690,106316434
Bo9g108720,106316436
Bo9g079580,106316437
Bo9g009610,106316438
Bo9g133410,106316439
Bo9g113980,106316440
Bo9g002150,106316441
Bo9g184850,106316443
Bo9g175460,106316444
Bo9g161580,106316445
Bo9g075670,106316446
Bo9g119080,106316447
Bo9g184670,106316448
Bo9g184680,106316449
Bo1g016600,106316450
Bo9g184690,106316451
Bo9g010860,106316457
Bo9g018720,106316458
Bo9g021870,106316459
Bo9g033970,106316460
Bo9g151450,106316465
Bo9g131970,106316466
Bo9g117530,106316467
Bo9g006220,106316468
Bo9g025800,106316469
Bo9g098850,106316470
Bo1g022230,106316471
Bo9g011030,106316472
Bo9g072850,106316473
Bo9g006050,106316474
Bo9g025980,106316477
Bo9g070120,106316478
Bo1g091740,106316479
Bo9g127350,106316480
Bo9g167890,106316481
Bo9g151890,106316482
Bo9g011060,106316483
Bo1g124800,106316485
Bo9g026100,106316486
Bo9g028440,106316488
Bo9g024690,106316489
Bo9g152280,106316490
Bo9g036910,106316492
Bo2g008650,106316493
Bo1g014570,106316494
Bo1g124790,106316495
Bo9g059250,106316497
Bo9g027400,106316498
Bo9g181110,106316499
Bo9g011160,106316500
Bo9g009140,106316502
Bo1g001090,106316504
Bo9g174430,106316505
Bo9g064200,106316508
Bo9g027920,106316509
Bo9g102490,106316510
Bo1g116120,106316512
Bo9g078380,106316514
Bo9g117590,106316517
Bo9g184600,106316518
Bo9g002450,106316521
Bo1g124850,106316523
Bo9g108470,106316524
Bo9g004060,106316525
Bo9g076410,106316526
Bo9g181970,106316527
Bo9g059490,106316531
Bo9g185030,106316533
Bo9g090940,106316534
Bo9g037200,106316537
Bo9g008650,106316539
Bo9g154330,106316542
Bo9g059100,106316543
Bo9g036590,106316545
Bo9g004380,106316549
Bo9g043390,106316551
Bo1g124930,106316553
Bo9g175470,106316555
Bo9g075880,106316558
Bo9g140820,106316559
Bo9g002200,106316560
Bo9g022040,106316562
Bo9g043760,106316563
Bo9g018410,106316566
Bo9g028070,106316568
Bo9g082120,106316569
