Boleracea_gene,NCBI_gene
Bo7g031000,106303745
Bo7g075560,106303746
Bo7g050160,106303748
Bo7g109850,106303749
Bo7g005420,106303750
Bo7g111420,106303751
Bo7g094810,106303752
Bo7g065450,106303753
Bo7g099130,106303755
Bo7g081810,106303756
Bo7g095650,106303757
Bo7g054040,106303758
Bo7g116180,106303760
Bo7g118170,106303762
Bo7g111040,106303763
Bo7g005970,106303764
Bo7g019980,106303766
Bo7g096720,106303767
Bo7g098530,106303768
Bo7g113470,106303769
Bo7g096190,106303770
Bo7g097610,106303771
Bo7g017510,106303772
Bo2g155790,106303773
Bo7g091060,106303775
Bo7g117880,106303776
Bo7g115390,106303779
Bo7g113460,106303780
Bo1g019250,106303781
Bo7g041050,106303782
Bo7g117420,106303783
Bo7g080390,106303784
Bo7g110730,106303785
Bo7g048430,106303786
Bo7g109030,106303787
Bo7g014580,106303788
Bo1g037110,106303789
Bo7g118480,106303790
Bo7g109340,106303791
Bo7g056240,106303792
Bo7g109020,106303793
Bo7g117690,106303794
Bo7g118580,106303795
Bo7g058170,106303796
Bo7g105240,106303799
Bo7g098110,106303800
Bo7g045730,106303801
Bo7g088920,106303802
Bo7g064940,106303803
Bo7g111820,106303804
Bo7g033020,106303806
Bo1g008300,106303808
Bo7g059870,106303809
Bo7g113610,106303811
Bo7g075370,106303812
Bo7g095680,106303813
Bo7g109670,106303815
Bo7g016090,106303816
Bo7g095710,106303817
Bo7g040910,106303818
Bo7g019720,106303819
Bo7g019710,106303820
Bo7g018690,106303821
Bo7g019730,106303822
Bo7g078170,106303826
Bo7g006000,106303827
Bo7g080560,106303828
Bo7g087220,106303829
Bo7g063950,106303830
Bo7g060210,106303831
Bo7g031440,106303832
Bo7g021310,106303833
Bo7g104200,106303834
Bo7g115510,106303835
Bo7g116380,106303836
Bo7g005530,106303837
Bo7g091350,106303838
Bo7g077810,106303839
Bo7g009460,106303840
Bo7g050140,106303841
Bo7g078070,106303842
Bo7g065660,106303843
Bo7g104000,106303845
Bo7g097860,106303846
Bo7g089280,106303848
Bo7g108240,106303849
Bo7g115210,106303850
Bo7g061590,106303851
Bo7g100570,106303852
Bo7g043700,106303853
Bo7g017460,106303854
Bo7g077410,106303856
Bo7g074080,106303857
Bo7g061860,106303859
Bo7g077650,106303860
Bo7g089560,106303861
Bo7g110390,106303862
Bo7g111230,106303863
Bo7g104440,106303864
Bo7g085660,106303865
Bo7g101020,106303866
Bo7g065810,106303868
Bo7g107150,106303869
Bo7g117180,106303871
Bo7g050020,106303873
Bo1g098720,106303874
Bo7g099410,106303875
Bo7g054020,106303876
Bo7g014110,106303877
Bo7g104670,106303878
Bo7g089340,106303879
Bo7g097010,106303880
Bo7g052870,106303881
Bo7g105120,106303882
Bo7g025290,106303884
Bo7g043720,106303885
Bo7g098260,106303886
Bo7g114640,106303888
Bo7g117630,106303891
Bo7g115070,106303892
Bo7g115720,106303893
Bo7g099480,106303894
Bo7g105110,106303895
Bo7g092920,106303898
Bo7g072590,106303899
Bo7g072580,106303900
Bo7g072600,106303901
Bo7g016380,106303902
Bo1g109050,106303903
Bo7g088520,106303906
Bo7g100490,106303908
Bo3g175660,106303909
Bo7g114100,106303910
Bo1g011310,106303911
Bo7g014430,106303913
Bo7g115700,106303914
Bo7g098320,106303916
Bo7g116760,106303917
Bo1g124970,106303919
Bo7g109000,106303920
Bo7g096820,106303921
Bo7g045590,106303922
Bo7g090980,106303923
Bo7g050150,106303924
Bo7g005450,106303926
Bo7g094760,106303927
Bo7g056250,106303928
Bo7g095460,106303929
Bo7g098650,106303932
Bo7g039050,106303934
Bo7g116150,106303935
Bo7g041250,106303936
Bo7g097200,106303938
Bo7g100560,106303939
Bo7g049810,106303940
Bo7g100630,106303942
Bo7g009650,106303943
Bo7g118000,106303944
Bo7g087320,106303945
Bo7g061250,106303947
Bo7g117980,106303948
Bo7g117990,106303949
Bo7g082390,106303950
Bo7g036450,106303951
Bo1g010450,106303953
Bo7g077320,106303955
Bo7g117240,106303957
Bo7g101070,106303958
Bo7g077620,106303959
Bo7g077610,106303960
Bo1g152110,106303961
Bo1g010430,106303962
Bo7g046930,106303963
Bo7g109210,106303964
Bo7g060000,106303966
Bo7g050010,106303968
Bo7g113550,106303970
Bo1g010440,106303971
Bo7g083770,106303972
Bo7g118890,106303973
Bo7g021670,106303974
Bo7g106930,106303975
Bo7g064850,106303977
Bo7g078850,106303980
Bo7g088530,106303981
Bo7g065270,106303982
Bo7g005960,106303983
Bo7g041000,106303984
Bo7g105250,106303985
Bo7g118790,106303986
Bo1g004890,106303988
Bo7g104140,106303990
Bo7g116990,106303991
Bo7g110650,106303992
Bo7g110660,106303993
Bo7g014280,106303994
Bo7g083830,106303995
Bo1g004900,106303996
Bo7g098620,106303998
Bo7g065040,106303999
Bo7g041030,106304000
Bo7g119560,106304001
Bo7g061270,106304003
Bo7g005700,106304004
Bo8g049880,106304005
Bo7g107360,106304006
Bo7g014470,106304008
Bo7g117960,106304009
Bo7g045340,106304010
Bo7g064580,106304011
Bo7g031670,106304012
Bo7g107560,106304013
Bo7g089770,106304014
Bo7g056110,106304015
Bo7g118880,106304016
Bo7g092560,106304017
Bo7g027880,106304018
Bo1g003310,106304019
Bo7g065200,106304020
Bo7g060090,106304021
Bo7g114140,106304024
Bo7g119480,106304025
Bo7g067700,106304027
Bo1g003300,106304028
Bo7g054520,106304029
Bo7g065170,106304030
Bo7g003390,106304032
Bo7g091450,106304033
Bo7g003490,106304035
Bo1g003320,106304036
Bo7g113940,106304037
Bo7g077850,106304038
Bo7g024230,106304040
Bo7g003530,106304041
Bo7g052850,106304044
Bo7g003160,106304046
Bo7g111740,106304048
Bo7g105910,106304050
Bo7g067690,106304052
Bo7g059840,106304053
Bo7g089010,106304054
Bo7g089450,106304055
Bo1g010240,106304056
Bo7g021040,106304058
Bo7g065000,106304059
Bo7g108860,106304060
Bo7g009960,106304061
Bo7g014650,106304062
Bo7g054400,106304064
Bo7g095020,106304065
Bo1g010260,106304066
Bo7g107380,106304068
Bo7g116830,106304069
Bo7g116870,106304070
Bo7g116820,106304074
Bo7g116840,106304075
Bo7g116860,106304076
Bo7g116810,106304078
Bo7g116800,106304079
Bo7g006010,106304080
Bo7g097710,106304081
Bo7g118050,106304082
Bo1g010220,106304083
Bo7g044830,106304084
Bo7g111810,106304085
Bo7g055800,106304086
Bo7g107430,106304087
Bo7g105800,106304088
Bo7g089370,106304089
Bo7g043420,106304090
Bo1g010230,106304091
Bo7g097070,106304092
Bo7g016400,106304094
Bo7g067240,106304095
Bo7g073880,106304096
Bo7g082320,106304097
Bo7g062280,106304098
Bo7g119320,106304100
Bo7g115920,106304101
Bo1g010250,106304102
Bo7g115530,106304103
Bo7g117820,106304104
Bo7g118830,106304106
Bo7g065370,106304107
Bo7g056120,106304108
Bo7g078340,106304111
Bo7g065150,106304114
Bo7g080640,106304115
Bo7g084470,106304116
Bo7g109170,106304117
Bo7g003580,106304118
Bo7g005590,106304119
Bo7g078870,106304120
Bo7g055990,106304121
Bo7g117670,106304125
Bo7g065190,106304126
Bo7g108250,106304127
Bo7g109860,106304128
Bo7g011350,106304129
Bo7g116190,106304130
Bo7g098360,106304131
Bo7g113400,106304132
Bo7g109180,106304133
Bo7g084220,106304134
Bo7g117030,106304136
Bo7g052880,106304137
Bo1g027090,106304138
Bo7g093580,106304139
Bo7g097850,106304140
Bo7g087260,106304142
Bo7g073990,106304146
Bo7g050640,106304147
Bo7g080540,106304149
Bo7g080550,106304150
Bo7g082620,106304151
Bo7g054140,106304152
Bo7g092550,106304153
Bo7g015050,106304155
Bo7g021370,106304157
Bo7g119670,106304159
Bo7g080420,106304160
Bo7g096740,106304161
Bo7g041220,106304164
Bo7g100640,106304165
Bo7g045390,106304166
Bo4g127030,106304167
Bo7g096650,106304168
Bo1g129690,106304169
Bo7g077020,106304170
Bo7g077250,106304171
Bo7g045720,106304173
Bo7g066990,106304175
Bo7g030520,106304177
Bo7g110740,106304178
Bo1g006010,106304179
Bo7g111240,106304180
Bo7g115260,106304183
Bo7g074150,106304184
Bo7g082670,106304185
Bo7g065740,106304186
Bo7g057920,106304187
Bo7g104680,106304188
Bo1g006030,106304189
Bo7g097600,106304190
Bo7g106880,106304191
Bo7g099190,106304192
Bo7g118970,106304194
Bo7g009800,106304195
Bo7g040740,106304196
Bo7g054550,106304198
Bo1g011180,106304199
Bo7g044980,106304200
Bo7g014330,106304201
Bo7g100590,106304202
Bo7g118290,106304203
Bo7g108880,106304204
Bo3g019750,106304205
Bo7g111670,106304206
Bo7g003370,106304207
Bo7g113340,106304208
Bo7g040270,106304209
Bo7g111950,106304211
Bo7g059710,106304213
Bo7g048650,106304215
Bo7g114000,106304216
Bo7g105470,106304217
Bo7g115430,106304218
Bo7g072770,106304219
Bo7g081160,106304220
Bo7g081260,106304221
Bo7g081130,106304222
Bo7g081150,106304223
Bo7g081200,106304224
Bo7g081170,106304225
Bo7g081140,106304226
Bo7g081180,106304227
Bo7g072640,106304228
Bo1g139580,106304229
Bo7g098020,106304230
Bo7g098030,106304231
Bo7g033010,106304232
Bo7g109350,106304233
Bo7g113910,106304234
Bo1g128500,106304235
Bo7g105490,106304236
Bo7g092530,106304237
Bo7g081880,106304238
Bo7g021720,106304240
Bo7g063660,106304241
Bo7g059590,106304243
Bo1g094470,106304245
Bo7g095900,106304246
Bo7g104690,106304247
Bo7g114510,106304248
Bo7g072630,106304251
Bo7g077770,106304252
Bo7g009670,106304253
Bo7g045600,106304254
Bo7g057810,106304255
Bo7g057820,106304256
Bo7g118780,106304257
Bo7g005630,106304259
Bo7g047040,106304260
Bo7g114270,106304262
Bo7g071300,106304263
Bo7g045630,106304264
Bo7g084060,106304265
Bo1g007650,106304266
Bo7g014270,106304267
Bo7g115890,106304268
Bo7g084460,106304269
Bo7g071290,106304270
Bo7g031360,106304271
Bo7g109870,106304272
Bo7g082120,106304273
Bo7g118230,106304274
Bo7g097270,106304275
Bo1g008050,106304276
Bo7g111920,106304277
Bo7g117540,106304279
Bo7g023060,106304280
Bo7g081510,106304281
Bo7g111280,106304282
Bo7g104920,106304283
Bo7g021270,106304284
Bo1g008040,106304285
Bo7g014360,106304286
Bo7g091210,106304288
Bo7g069990,106304293
Bo7g108710,106304294
Bo7g101300,106304295
Bo1g005390,106304296
Bo7g060170,106304298
Bo7g115860,106304300
Bo7g021050,106304301
Bo7g106860,106304302
Bo7g077530,106304303
Bo7g025320,106304304
Bo7g061850,106304305
Bo1g005380,106304306
Bo7g113570,106304307
Bo7g107390,106304308
Bo7g119110,106304309
Bo7g118180,106304313
Bo7g010040,106304314
Bo7g114340,106304315
Bo7g082500,106304316
Bo1g005400,106304317
Bo7g097230,106304318
Bo7g061310,106304321
Bo7g085850,106304322
Bo7g108870,106304328
Bo7g011270,106304329
Bo7g011260,106304330
Bo7g104150,106304331
Bo7g098120,106304332
Bo7g107140,106304333
Bo7g107130,106304334
Bo7g094830,106304335
Bo1g011880,106304336
Bo7g014040,106304337
Bo7g109040,106304339
Bo7g089460,106304341
Bo7g071430,106304342
Bo7g111570,106304344
Bo7g048180,106304346
Bo7g111600,106304347
Bo7g118450,106304348
Bo7g005770,106304349
Bo7g104840,106304350
Bo7g104420,106304351
Bo7g097670,106304352
Bo7g113170,106304353
Bo7g088740,106304355
Bo7g011540,106304356
Bo1g011890,106304358
Bo7g104860,106304359
Bo7g105400,106304360
Bo7g065010,106304362
Bo7g115930,106304363
Bo7g116540,106304365
Bo7g062340,106304366
Bo7g011640,106304367
Bo1g022220,106304368
Bo7g080160,106304369
Bo7g081050,106304370
Bo7g009760,106304373
Bo7g065210,106304375
Bo7g119030,106304376
Bo7g105860,106304377
Bo7g103950,106304378
Bo7g101120,106304379
Bo7g081750,106304381
Bo7g080400,106304382
Bo7g100690,106304384
Bo7g115100,106304386
Bo7g057890,106304389
Bo7g091520,106304390
Bo7g077600,106304391
Bo7g056090,106304392
Bo7g056100,106304393
Bo1g002370,106304394
Bo7g011290,106304395
Bo7g118300,106304396
Bo7g101460,106304397
Bo7g102610,106304398
Bo7g098880,106304399
Bo7g098890,106304400
Bo7g111300,106304401
Bo7g044820,106304402
Bo7g064140,106304403
Bo7g097740,106304404
Bo1g002340,106304405
Bo7g062200,106304406
Bo7g106290,106304407
Bo7g113450,106304408
Bo7g058300,106304409
Bo7g045680,106304410
Bo7g010220,106304411
Bo7g063640,106304412
Bo7g114590,106304413
Bo7g059690,106304415
Bo7g098790,106304416
Bo7g033260,106304419
Bo1g144000,106304420
Bo1g002350,106304421
Bo7g117760,106304422
Bo7g080060,106304424
Bo7g054560,106304425
Bo7g086990,106304426
Bo1g002360,106304428
Bo7g104410,106304429
Bo7g092810,106304430
Bo7g116080,106304431
Bo7g113860,106304434
Bo7g081500,106304439
Bo7g064870,106304441
Bo7g061910,106304442
Bo7g104820,106304443
Bo7g116560,106304445
Bo7g088930,106304446
Bo1g144430,106304447
Bo7g050620,106304448
Bo7g011560,106304449
Bo1g011970,106304451
Bo7g003540,106304454
Bo7g089070,106304455
Bo7g118210,106304456
Bo7g014400,106304457
Bo1g039430,106304458
Bo7g089520,106304461
Bo7g078180,106304462
Bo7g118680,106304463
Bo7g119160,106304464
Bo7g018580,106304466
Bo7g064590,106304468
Bo7g065070,106304469
Bo1g002670,106304470
Bo7g088760,106304471
Bo7g116220,106304472
Bo7g110760,106304473
Bo7g106150,106304474
Bo7g113540,106304478
Bo7g110540,106304479
Bo7g107540,106304480
Bo7g077740,106304481
Bo7g099020,106304482
Bo7g099030,106304483
Bo7g009900,106304484
Bo7g092660,106304485
Bo7g100510,106304486
Bo1g014800,106304487
Bo7g067090,106304490
Bo7g077420,106304491
Bo7g082020,106304493
Bo7g095540,106304494
Bo7g107530,106304496
Bo7g108910,106304497
Bo7g115800,106304499
Bo7g063700,106304500
Bo7g082060,106304501
Bo7g113330,106304503
Bo7g106270,106304505
Bo7g103890,106304506
Bo1g014790,106304508
Bo7g117860,106304509
Bo7g009590,106304510
Bo7g010000,106304512
Bo7g111650,106304513
Bo7g119810,106304515
Bo7g097210,106304516
Bo7g115540,106304517
Bo7g118720,106304518
Bo1g014760,106304519
Bo7g005040,106304520
Bo7g108430,106304521
Bo7g096180,106304522
Bo7g075900,106304524
Bo7g088970,106304525
Bo7g056530,106304527
Bo7g113580,106304529
Bo7g082480,106304530
Bo1g014780,106304531
Bo7g039070,106304533
Bo7g107960,106304534
Bo7g111760,106304535
Bo7g115770,106304538
Bo7g082400,106304539
Bo1g014750,106304540
Bo7g086960,106304541
Bo7g105950,106304542
Bo7g104110,106304543
Bo7g096330,106304545
Bo7g096910,106304546
Bo7g095220,106304547
Bo7g089760,106304548
Bo7g012910,106304550
Bo7g101290,106304552
Bo7g115990,106304553
Bo7g054120,106304554
Bo7g043660,106304556
Bo7g092890,106304557
Bo7g012720,106304559
Bo7g114080,106304560
Bo7g070010,106304561
Bo1g014770,106304562
Bo7g031130,106304563
Bo7g063500,106304564
Bo7g104570,106304565
Bo7g113410,106304566
Bo7g061970,106304567
Bo7g095130,106304569
Bo7g104330,106304571
Bo7g058280,106304572
Bo7g017560,106304573
Bo7g111400,106304574
Bo7g077720,106304575
Bo1g014870,106304576
Bo7g040780,106304577
Bo7g092670,106304578
Bo7g119150,106304580
Bo7g095970,106304581
Bo7g096420,106304582
Bo7g078830,106304583
Bo7g104560,106304585
Bo7g088820,106304586
Bo7g060150,106304588
Bo7g087070,106304589
Bo7g016080,106304590
Bo7g117270,106304591
Bo7g089720,106304592
Bo7g040870,106304593
Bo7g034260,106304594
Bo7g095990,106304599
Bo1g014910,106304601
Bo7g019960,106304602
Bo7g019950,106304604
Bo7g067770,106304605
Bo7g011340,106304606
Bo7g118030,106304609
Bo7g076000,106304610
Bo1g014890,106304611
Bo7g098870,106304613
Bo7g021660,106304614
Bo7g107630,106304615
Bo7g074000,106304616
Bo7g066940,106304617
Bo7g065640,106304618
Bo7g050560,106304619
Bo7g032890,106304620
Bo7g064480,106304621
Bo7g022930,106304622
Bo1g014920,106304623
Bo7g067680,106304624
Bo7g099430,106304626
Bo7g113960,106304627
Bo7g099390,106304631
Bo7g031780,106304632
Bo1g014880,106304633
Bo7g119450,106304634
Bo7g111780,106304635
Bo7g055980,106304636
Bo7g110700,106304637
Bo7g012710,106304638
Bo7g116400,106304639
Bo1g014900,106304640
Bo7g107420,106304641
Bo7g060130,106304642
Bo7g082610,106304643
Bo7g116040,106304644
Bo7g110150,106304645
Bo7g099170,106304646
Bo7g117510,106304647
Bo1g011980,106304648
Bo1g006510,106304651
Bo7g118140,106304652
Bo7g065250,106304653
Bo7g062400,106304656
Bo7g104770,106304658
Bo7g097800,106304660
Bo1g006530,106304661
Bo7g026490,106304663
Bo7g116550,106304664
Bo7g040890,106304665
Bo7g105130,106304667
Bo7g051660,106304669
Bo7g007200,106304672
Bo7g108980,106304673
Bo7g064620,106304674
Bo7g107750,106304675
Bo7g115060,106304677
Bo7g054110,106304679
Bo7g100820,106304682
Bo7g073930,106304683
Bo7g099250,106304684
Bo7g062140,106304685
Bo7g108480,106304686
Bo7g057800,106304688
Bo7g094990,106304689
Bo7g040760,106304690
Bo7g114440,106304691
Bo1g006450,106304692
Bo02244s010,106304693
Bo7g081460,106304695
Bo7g045290,106304697
Bo7g101520,106304699
Bo7g106790,106304700
Bo7g078210,106304702
Bo7g119200,106304705
Bo1g006440,106304708
Bo7g064100,106304709
Bo7g078820,106304710
Bo7g050080,106304711
Bo7g062480,106304712
Bo7g045280,106304714
Bo7g077130,106304715
Bo7g006030,106304718
Bo7g028980,106304720
Bo7g063650,106304721
Bo7g067370,106304724
Bo7g110280,106304726
Bo7g105930,106304727
Bo7g031510,106304728
Bo1g006460,106304730
Bo7g061980,106304731
Bo7g081390,106304732
Bo7g111800,106304733
Bo7g082240,106304734
Bo7g111560,106304736
Bo7g101030,106304738
Bo7g021700,106304739
Bo7g108060,106304740
Bo7g117660,106304741
Bo7g031050,106304742
Bo7g052960,106304743
Bo7g100580,106304744
Bo7g048190,106304746
Bo1g102170,106304747
Bo1g006490,106304748
Bo7g111910,106304753
Bo7g045860,106304755
Bo7g091400,106304756
Bo1g010200,106304757
Bo7g119090,106304760
Bo7g080870,106304761
Bo7g106430,106304762
Bo7g021350,106304763
Bo7g016070,106304764
Bo7g101000,106304769
Bo7g104630,106304770
Bo7g065820,106304772
Bo7g064680,106304773
Bo1g007830,106304774
Bo7g111770,106304775
Bo7g050320,106304776
Bo7g051670,106304777
Bo7g031830,106304778
Bo7g104790,106304780
Bo7g098960,106304781
Bo7g099010,106304783
Bo7g117110,106304785
Bo1g007840,106304786
Bo7g061650,106304787
Bo7g113800,106304788
Bo7g056080,106304789
Bo7g096810,106304790
Bo7g005150,106304791
Bo7g005180,106304792
Bo7g005190,106304795
Bo7g005130,106304796
Bo1g016860,106304797
Bo7g045800,106304802
Bo7g101010,106304803
Bo7g044930,106304804
Bo7g107950,106304806
Bo7g093060,106304807
Bo7g089150,106304810
Bo7g096550,106304812
Bo7g098970,106304813
Bo7g080950,106304816
Bo7g077880,106304817
Bo7g107250,106304819
Bo7g110640,106304820
Bo7g059720,106304821
Bo7g084150,106304822
Bo7g067450,106304825
Bo7g082310,106304826
Bo7g100710,106304828
Bo1g016960,106304829
Bo7g097170,106304830
Bo7g075590,106304832
Bo7g100950,106304833
Bo7g103720,106304835
Bo7g110430,106304836
Bo7g067470,106304838
Bo7g098480,106304839
Bo7g107840,106304841
Bo7g062490,106304842
Bo7g063620,106304843
Bo7g082420,106304844
Bo7g075300,106304845
Bo7g113720,106304846
Bo7g110370,106304847
Bo7g065460,106304848
Bo7g095000,106304849
Bo1g039550,106304850
Bo7g110910,106304852
Bo7g061790,106304853
Bo7g093270,106304855
Bo7g005290,106304856
Bo7g095250,106304857
Bo7g071380,106304858
Bo7g097810,106304859
Bo1g016970,106304860
Bo7g106760,106304862
Bo7g107340,106304863
Bo7g081560,106304864
Bo7g040250,106304865
Bo7g021240,106304866
Bo7g056520,106304867
Bo7g077780,106304868
Bo7g104490,106304869
Bo1g006990,106304870
Bo7g055770,106304871
Bo7g110360,106304872
Bo7g087490,106304874
Bo7g086950,106304878
Bo7g111720,106304879
Bo7g105630,106304882
Bo7g095430,106304884
Bo7g061740,106304886
Bo7g091420,106304887
Bo7g070160,106304888
Bo7g108410,106304891
Bo7g058290,106304892
Bo7g110010,106304893
Bo7g109890,106304894
Bo7g064800,106304895
Bo7g078590,106304896
Bo7g116530,106304897
Bo7g106420,106304898
Bo1g010640,106304899
Bo7g067490,106304901
Bo7g095830,106304903
Bo7g115680,106304905
Bo7g056390,106304910
Bo7g095370,106304912
Bo7g045760,106304914
Bo7g009720,106304915
Bo7g113930,106304917
Bo7g110420,106304918
Bo7g100830,106304919
Bo1g017340,106304920
Bo7g114460,106304921
Bo7g085840,106304922
Bo7g115090,106304923
Bo7g005460,106304925
Bo7g104050,106304927
Bo7g045580,106304930
Bo1g017330,106304932
Bo7g106260,106304933
Bo7g104260,106304934
Bo7g116070,106304935
Bo7g046980,106304937
Bo7g115190,106304938
Bo7g041160,106304939
Bo7g045840,106304940
Bo7g104900,106304944
Bo7g096210,106304945
Bo7g080850,106304948
Bo7g111110,106304949
Bo7g115870,106304950
Bo7g115620,106304952
Bo1g094460,106304953
Bo7g061770,106304954
Bo7g092930,106304957
Bo7g101110,106304959
Bo7g104320,106304962
Bo7g090860,106304963
Bo7g091340,106304964
Bo7g103690,106304965
Bo7g096250,106304967
Bo7g096270,106304968
Bo7g096240,106304969
Bo7g096260,106304970
Bo1g017260,106304971
Bo7g088770,106304974
Bo7g031060,106304975
Bo7g113840,106304976
Bo7g040750,106304977
Bo7g115080,106304978
Bo7g067740,106304982
Bo7g111590,106304983
Bo7g077630,106304985
Bo1g017140,106304987
Bo7g117560,106304988
Bo7g106070,106304990
Bo7g058310,106304991
Bo7g119490,106304992
Bo7g106870,106304995
Bo7g047020,106304996
Bo7g045550,106304998
Bo7g115050,106304999
Bo7g040770,106305000
Bo7g108840,106305001
Bo7g108450,106305003
Bo7g096470,106305004
Bo7g077060,106305006
Bo7g089090,106305007
Bo7g097180,106305009
Bo7g063750,106305010
Bo7g073920,106305014
Bo7g088650,106305017
Bo3g022750,106305019
Bo7g014500,106305020
Bo7g116210,106305021
Bo7g058070,106305022
Bo7g061330,106305023
Bo7g030640,106305025
Bo7g069950,106305026
Bo7g115880,106305027
Bo1g017130,106305028
Bo7g041230,106305030
Bo7g067610,106305031
Bo7g038710,106305032
Bo7g057650,106305033
Bo7g068820,106305034
Bo7g039170,106305035
Bo7g087200,106305036
Bo7g063770,106305037
Bo1g019220,106305038
Bo7g082010,106305039
Bo7g092690,106305040
Bo7g116320,106305041
Bo7g061540,106305042
Bo7g050390,106305043
Bo8g110760,106305045
Bo7g108850,106305046
Bo7g117770,106305050
Bo7g114160,106305051
Bo1g010750,106305052
Bo7g061920,106305053
Bo7g089240,106305054
Bo7g075630,106305055
Bo7g012940,106305056
Bo1g011530,106305057
Bo7g096860,106305058
Bo7g048500,106305059
Bo7g101410,106305060
Bo7g110460,106305061
Bo7g060060,106305063
Bo7g099380,106305064
Bo7g114420,106305065
Bo7g096890,106305066
Bo7g056450,106305067
Bo1g011540,106305068
Bo7g096520,106305069
Bo7g048330,106305070
Bo7g095120,106305071
Bo7g002050,106305073
Bo7g119570,106305074
Bo7g117210,106305075
Bo7g106140,106305076
Bo1g005330,106305078
Bo7g015020,106305079
Bo7g089570,106305081
Bo7g082220,106305082
Bo7g119770,106305084
Bo7g104940,106305085
Bo7g060140,106305086
Bo7g062240,106305087
Bo7g118220,106305088
Bo7g050260,106305090
Bo7g088700,106305092
Bo7g078560,106305095
Bo7g067390,106305097
Bo7g065530,106305098
Bo1g016430,106305100
Bo7g106090,106305102
Bo7g117100,106305103
Bo7g075160,106305104
Bo7g098080,106305105
Bo7g098980,106305106
Bo7g062470,106305107
Bo7g110170,106305108
Bo7g081640,106305109
Bo7g075540,106305112
Bo7g102620,106305113
Bo7g049720,106305114
Bo7g063490,106305116
Bo7g095980,106305117
Bo7g050330,106305118
Bo7g090790,106305119
Bo1g005600,106305120
Bo7g057680,106305124
Bo7g093110,106305126
Bo7g050200,106305127
Bo7g111360,106305129
Bo1g005610,106305131
Bo7g092540,106305132
Bo7g109910,106305133
Bo7g110030,106305136
Bo7g113760,106305138
Bo7g005050,106305139
Bo7g045870,106305141
Bo1g019620,106305142
Bo7g078510,106305144
Bo7g061620,106305148
Bo7g114670,106305150
Bo7g040480,106305151
Bo1g019610,106305152
Bo7g119050,106305153
Bo7g017530,106305154
Bo1g087310,106305155
Bo7g014170,106305156
Bo7g077110,106305157
Bo7g110250,106305158
Bo7g067130,106305160
Bo7g088610,106305163
Bo7g040610,106305164
Bo7g040600,106305165
Bo7g012840,106305166
Bo7g090940,106305168
Bo7g087480,106305170
Bo7g012750,106305171
Bo7g119040,106305173
Bo7g118990,106305174
Bo7g048400,106305175
Bo7g104030,106305177
Bo7g116030,106305178
Bo7g050290,106305179
Bo7g056180,106305181
Bo7g040900,106305185
Bo7g106240,106305186
Bo7g112020,106305187
Bo1g019720,106305188
Bo7g116330,106305190
Bo7g061760,106305191
Bo7g092980,106305192
Bo7g092630,106305193
Bo7g105570,106305195
Bo7g092570,106305196
Bo7g097250,106305198
Bo7g104040,106305200
Bo7g040810,106305201
Bo7g073900,106305202
Bo1g019710,106305203
Bo7g116160,106305205
Bo7g115310,106305206
Bo7g056510,106305208
Bo7g040990,106305209
Bo7g082090,106305210
Bo1g019890,106305212
Bo7g116340,106305214
Bo7g108730,106305215
Bo7g100650,106305218
Bo7g081080,106305219
Bo7g048470,106305220
Bo1g019900,106305222
Bo7g071410,106305223
Bo7g031310,106305225
Bo1g019860,106305226
Bo7g077080,106305229
Bo7g116460,106305230
Bo7g097150,106305232
Bo7g049770,106305233
Bo7g089640,106305235
Bo7g095070,106305236
Bo1g019880,106305237
Bo7g014900,106305238
Bo7g015030,106305239
Bo7g059990,106305240
Bo7g037540,106305241
Bo7g100700,106305242
Bo7g104060,106305243
Bo7g116930,106305244
Bo1g093070,106305247
Bo7g113350,106305248
Bo7g110400,106305250
Bo7g119420,106305254
Bo7g002060,106305255
Bo7g090950,106305256
Bo7g078610,106305257
Bo7g077120,106305258
Bo7g007170,106305260
Bo5g043170,106305261
Bo7g075550,106305262
Bo7g095490,106305265
Bo7g106200,106305266
Bo1g020020,106305267
Bo7g072760,106305268
Bo7g105670,106305269
Bo7g093640,106305271
Bo7g041240,106305272
Bo7g007290,106305273
Bo7g012960,106305276
Bo1g020030,106305277
Bo7g106400,106305278
Bo7g041090,106305281
Bo7g117590,106305283
Bo7g014050,106305284
Bo7g105660,106305289
Bo7g115760,106305290
Bo7g075620,106305291
Bo7g094980,106305294
Bo7g025490,106305297
Bo7g114710,106305298
Bo7g064450,106305300
Bo7g075990,106305303
Bo7g067330,106305304
Bo7g038940,106305305
Bo7g117320,106305306
Bo7g010020,106305307
Bo1g020050,106305308
Bo7g095090,106305309
Bo7g104450,106305310
Bo7g118620,106305312
Bo7g117040,106305316
Bo7g109700,106305317
Bo1g020060,106305318
Bo7g109710,106305319
Bo7g003560,106305321
Bo7g064930,106305325
Bo7g098370,106305327
Bo7g098390,106305328
Bo7g098400,106305329
Bo7g081470,106305332
Bo7g106990,106305334
Bo7g101440,106305335
Bo7g040580,106305336
Bo7g088780,106305338
Bo7g105090,106305340
Bo1g020090,106305341
Bo7g078520,106305342
Bo1g093080,106305344
Bo7g087400,106305346
Bo7g117080,106305347
Bo7g109720,106305348
Bo7g061410,106305349
Bo7g063790,106305350
Bo1g020180,106305351
Bo7g059460,106305352
Bo7g059390,106305354
Bo7g031150,106305355
Bo7g112070,106305356
