gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo8g035420	Bo8g035420	0	0	4	6	0	3	5	1
Bo8g035440	Bo8g035440	0	0	0	0	2	0	1	0
Bo8g035460	Bo8g035460	1	0	0	0	0	135	146	147
Bo8g035480	Bo8g035480	744	1388	1409	707	490	1223	1342	1277
Bo8g035490	Bo8g035490	0	0	0	0	0	7	13	15
Bo8g035520	Bo8g035520	55	137	51	45	21	101	126	160
Bo8g035530	Bo8g035530	0	0	0	0	1	0	1	1
Bo8g035540	Bo8g035540	1	0	0	0	0	1	2	0
Bo8g035550	Bo8g035550	0	0	0	0	0	0	4	3
Bo8g035580	Bo8g035580	93	253	127	95	63	221	266	276
Bo8g035590	Bo8g035590	7	25	0	0	0	0	0	0
Bo8g035600	Bo8g035600	4	9	11	15	8	30	29	35
Bo8g035610	Bo8g035610	0	0	4	0	0	0	2	3
Bo8g035620	Bo8g035620	15	52	62	55	50	133	100	83
Bo8g036620	Bo8g036620	10	51	0	2	2	130	100	104
Bo8g036630	Bo8g036630	7	10	0	0	0	40	50	35
Bo8g036670	Bo8g036670	1	0	0	1	1	1	10	5
Bo8g036680	Bo8g036680	1	12	14	13	12	37	28	43
Bo8g036700	Bo8g036700	15	47	13	13	13	23	57	30
Bo8g036710	Bo8g036710	291	1062	898	634	496	637	754	640
Bo8g036720	Bo8g036720	0	0	0	0	1	4	0	0
Bo8g036740	Bo8g036740	14	34	38	36	17	164	222	193
Bo8g036770	Bo8g036770	729	1914	1842	1998	1030	899	1482	1353
Bo8g036780	Bo8g036780	11	19	30	14	18	56	51	67
Bo8g036790	Bo8g036790	0	0	0	0	10	7	6	9
Bo8g036800	Bo8g036800	0	0	0	0	1	1	0	0
Bo8g036810	Bo8g036810	56	84	161	138	212	11	28	28
Bo8g036820	Bo8g036820	112	264	212	158	82	162	251	184
Bo8g036830	Bo8g036830	0	0	0	0	0	1	1	0
Bo8g036840	Bo8g036840	19	47	0	0	1	81	21	16
Bo8g036850	Bo8g036850	3	10	5	1	3	2	7	2
Bo8g036860	Bo8g036860	0	0	0	0	1	0	0	1
Bo8g036870	Bo8g036870	112	228	101	62	45	135	182	138
Bo8g037880	Bo8g037880	0	0	0	1	2	0	1	2
Bo8g037890	Bo8g037890	0	0	0	0	1	57	44	16
Bo8g037900	Bo8g037900	5	6	23	22	16	17	12	12
Bo8g037910	Bo8g037910	0	0	1	0	2	1	9	12
Bo8g037920	Bo8g037920	483	1249	670	535	260	873	1023	914
Bo8g037940	Bo8g037940	0	0	2	2	3	1	2	4
Bo8g037950	Bo8g037950	0	0	0	0	0	0	2	0
Bo8g037960	Bo8g037960	30	77	65	62	26	125	102	91
Bo8g037980	Bo8g037980	0	0	0	0	0	1	1	2
Bo8g037990	Bo8g037990	0	0	1	1	1	3	5	2
Bo8g038000	Bo8g038000	437	1023	666	505	271	644	1007	788
Bo8g038020	Bo8g038020	115	162	140	108	118	182	281	262
Bo8g038030	Bo8g038030	87	198	181	97	64	187	250	194
Bo8g038040	Bo8g038040	2	4	13	3	9	16	12	8
Bo8g038060	Bo8g038060	14	39	56	37	23	37	48	54
Bo8g038070	Bo8g038070	44	120	277	178	134	248	264	242
Bo8g038080	Bo8g038080	2	4	30	24	12	27	27	22
Bo8g038090	Bo8g038090	0	4	2	7	1	16	11	15
Bo8g038100	Bo8g038100	3	12	2	5	1	2	0	2
Bo8g038110	Bo8g038110	12	65	36	25	13	65	46	35
Bo8g038120	Bo8g038120	152	504	510	500	409	464	443	409
Bo8g038140	Bo8g038140	0	0	27	13	13	0	0	0
Bo8g038150	Bo8g038150	151	441	273	270	176	231	394	326
Bo8g038160	Bo8g038160	0	0	0	0	0	3	1	3
Bo8g038170	Bo8g038170	0	0	0	0	0	0	0	2
Bo8g038180	Bo8g038180	0	0	0	0	1	0	0	1
Bo8g038190	Bo8g038190	0	0	0	0	0	0	0	2
Bo8g038210	Bo8g038210	6	16	19	2	3	1	8	14
Bo8g038220	Bo8g038220	37	103	106	70	51	59	110	90
Bo8g038230	Bo8g038230	0	0	0	0	1	0	1	0
Bo8g038240	Bo8g038240	0	0	27	13	12	18	27	25
Bo8g038250	Bo8g038250	0	0	0	0	0	29	17	8
Bo8g038260	Bo8g038260	105	235	164	100	57	163	233	193
Bo8g038270	Bo8g038270	34	74	70	34	24	38	57	46
Bo8g038280	Bo8g038280	17	27	24	17	3	17	29	19
Bo8g038290	Bo8g038290	0	0	0	0	1	1	0	1
Bo8g038310	Bo8g038310	0	0	1	0	1	3	4	0
Bo8g038330	Bo8g038330	36	99	87	84	43	120	146	116
Bo8g038340	Bo8g038340	0	0	0	0	1	1	0	0
Bo8g038350	Bo8g038350	0	0	0	0	3	3	1	2
Bo8g038360	Bo8g038360	76	147	132	125	71	130	206	173
Bo8g039360	Bo8g039360	0	0	0	0	0	0	2	1
Bo8g039370	Bo8g039370	8	25	25	4	9	19	37	20
Bo8g039380	Bo8g039380	638	1829	1654	1274	796	871	1435	1239
Bo8g039400	Bo8g039400	133	293	157	163	74	151	269	251
Bo8g039410	Bo8g039410	44	115	96	97	61	131	147	108
Bo8g039420	Bo8g039420	2	6	10	36	8	6	5	6
Bo8g039430	Bo8g039430	11	17	41	65	38	71	44	48
Bo8g039440	Bo8g039440	86	298	271	229	113	265	448	390
Bo8g039470	Bo8g039470	0	0	0	0	0	4	1	0
Bo8g039490	Bo8g039490	0	0	0	0	0	1	4	0
Bo8g039500	Bo8g039500	0	0	1	0	1	1	4	1
Bo8g039510	Bo8g039510	0	0	0	0	0	0	1	2
Bo8g039520	Bo8g039520	6	16	3	5	2	17	29	29
Bo8g039530	Bo8g039530	9	47	25	20	10	0	0	0
Bo8g039550	Bo8g039550	0	3	11	7	7	4	6	4
Bo8g039560	Bo8g039560	116	232	287	249	189	352	327	375
Bo8g039570	Bo8g039570	10	30	12	12	6	45	49	36
Bo8g040570	Bo8g040570	0	0	0	0	0	1	10	13
Bo8g040580	Bo8g040580	26	46	45	35	18	66	64	41
Bo8g040590	Bo8g040590	1	4	10	7	9	0	0	2
Bo8g040600	Bo8g040600	3	4	4	5	1	9	11	21
Bo8g040640	Bo8g040640	68	249	251	181	109	176	322	263
Bo8g040650	Bo8g040650	37	152	148	96	64	200	196	175
Bo8g040660	Bo8g040660	16	35	28	42	28	92	74	56
Bo8g040670	Bo8g040670	925	1750	1955	1091	773	1124	1164	1118
Bo8g040680	Bo8g040680	5	23	25	8	12	5	8	6
Bo8g040690	Bo8g040690	0	0	0	0	0	2	1	1
Bo8g040700	Bo8g040700	0	0	0	0	0	0	2	2
Bo8g040710	Bo8g040710	0	0	1	0	3	1	0	2
Bo8g040720	Bo8g040720	0	0	0	0	0	1	1	0
Bo8g040730	Bo8g040730	0	0	0	0	0	0	0	2
Bo8g040740	Bo8g040740	4	20	6	4	7	29	20	28
Bo8g040750	Bo8g040750	1	0	0	0	3	2	5	5
Bo8g040760	Bo8g040760	0	0	1	2	0	3	14	11
Bo8g040770	Bo8g040770	0	0	0	0	1	0	4	4
Bo8g040780	Bo8g040780	0	0	0	0	0	0	0	2
Bo8g040790	Bo8g040790	0	0	1	0	4	4	22	24
Bo8g040800	Bo8g040800	0	0	5	1	1	4	5	2
Bo8g040810	Bo8g040810	0	0	0	0	0	8	5	12
Bo8g040820	Bo8g040820	218	394	303	222	118	197	277	255
Bo8g040840	Bo8g040840	1	0	3	2	1	2	5	6
Bo8g040850	Bo8g040850	0	0	0	0	4	0	0	3
Bo8g040870	Bo8g040870	0	0	0	0	0	2	2	1
Bo8g040890	Bo8g040890	0	3	1	0	0	0	0	0
Bo8g040910	Bo8g040910	0	0	0	0	0	3	4	4
Bo8g040920	Bo8g040920	0	2	0	0	2	7	6	6
Bo8g040940	Bo8g040940	0	0	0	0	0	0	2	2
Bo8g040960	Bo8g040960	0	0	0	0	0	0	0	2
Bo8g040990	Bo8g040990	0	0	0	1	1	1	2	2
Bo8g041010	Bo8g041010	3	9	1	2	2	18	29	30
Bo8g042010	Bo8g042010	0	1	2	4	1	2	5	2
Bo8g042020	Bo8g042020	0	0	0	2	3	1	4	3
Bo8g042030	Bo8g042030	3	11	7	2	6	8	14	8
Bo8g042040	Bo8g042040	5	25	8	2	6	3	9	6
Bo8g042050	Bo8g042050	0	0	0	0	3	5	8	6
Bo8g042060	Bo8g042060	4	4	34	16	13	1	3	1
Bo8g042070	Bo8g042070	9	20	20	19	15	50	61	47
Bo8g042080	Bo8g042080	0	0	0	0	1	0	6	2
Bo8g042090	Bo8g042090	16	48	28	35	16	61	71	55
Bo8g042100	Bo8g042100	66	208	98	80	52	140	240	198
Bo8g042110	Bo8g042110	60	107	145	99	55	126	208	164
Bo8g042120	Bo8g042120	200	391	221	248	91	539	797	588
Bo8g042130	Bo8g042130	0	0	0	0	2	0	1	0
Bo8g042140	Bo8g042140	0	0	1	0	1	0	0	0
Bo8g042150	Bo8g042150	28	96	93	75	38	91	93	79
Bo8g042160	Bo8g042160	8	18	2	1	3	5	4	3
Bo8g042170	Bo8g042170	57	150	82	76	27	65	96	62
Bo8g042180	Bo8g042180	53	142	80	84	49	122	167	140
Bo8g042190	Bo8g042190	9	21	6	3	3	6	4	3
Bo8g042200	Bo8g042200	10	21	6	4	7	4	2	2
Bo8g042210	Bo8g042210	2	11	8	4	5	13	18	14
Bo8g042220	Bo8g042220	12	20	8	13	10	14	32	31
Bo8g042230	Bo8g042230	0	0	9	1	16	3	11	7
Bo8g042240	Bo8g042240	2	9	9	5	5	8	9	6
Bo8g043240	Bo8g043240	3	4	0	0	5	9	2	1
Bo8g043250	Bo8g043250	31	83	102	92	48	89	166	169
Bo8g043260	Bo8g043260	37	138	67	70	31	146	200	192
Bo8g043270	Bo8g043270	220	597	335	179	140	92	165	135
Bo8g043280	Bo8g043280	94	186	448	279	195	168	213	180
Bo8g043290	Bo8g043290	0	0	0	0	0	1	3	0
Bo8g043310	Bo8g043310	1	3	6	4	2	61	66	50
Bo8g043320	Bo8g043320	41	106	41	24	21	77	65	56
Bo8g043330	Bo8g043330	0	0	0	0	0	0	1	1
Bo8g043340	Bo8g043340	0	0	0	0	0	1	3	3
Bo8g043350	Bo8g043350	0	0	0	1	0	0	0	1
Bo8g043360	Bo8g043360	0	0	0	0	0	0	2	7
Bo8g043380	Bo8g043380	22	30	22	21	15	16	27	23
Bo8g043390	Bo8g043390	0	0	0	0	3	0	0	0
Bo8g043410	Bo8g043410	0	0	0	0	2	0	0	0
Bo8g043430	Bo8g043430	0	0	0	0	0	2	0	0
Bo8g043440	Bo8g043440	0	0	0	1	2	3	9	3
Bo8g043450	Bo8g043450	0	0	0	0	0	2	4	3
Bo8g043460	Bo8g043460	5	1	13	8	3	9	19	12
Bo8g043470	Bo8g043470	0	0	0	0	0	3	5	0
Bo8g043480	Bo8g043480	0	0	0	0	2	0	0	0
Bo8g043490	Bo8g043490	1	6	0	0	1	13	6	11
Bo8g043500	Bo8g043500	0	0	0	0	1	0	1	1
Bo8g043510	Bo8g043510	86	284	198	140	95	147	255	200
Bo8g043530	Bo8g043530	16	51	92	67	60	113	93	109
Bo8g043540	Bo8g043540	0	0	2	2	2	1	2	1
Bo8g043550	Bo8g043550	91	242	280	139	92	182	289	249
Bo8g043560	Bo8g043560	157	391	1535	586	546	592	712	731
Bo8g043570	Bo8g043570	34	17	29	11	44	97	154	126
Bo8g043590	Bo8g043590	67	160	149	153	62	229	264	219
Bo8g043600	Bo8g043600	2	0	4	1	2	2	0	5
Bo8g043610	Bo8g043610	110	283	342	203	153	245	303	281
Bo8g043620	Bo8g043620	0	0	0	0	1	0	0	3
Bo8g044620	Bo8g044620	200	416	372	236	115	197	354	316
Bo8g044630	Bo8g044630	170	409	412	239	130	291	379	302
Bo8g044640	Bo8g044640	19	51	32	30	16	30	38	30
Bo8g044660	Bo8g044660	0	1	1	0	0	0	3	0
Bo8g044670	Bo8g044670	0	0	0	0	0	0	2	1
Bo8g044690	Bo8g044690	53	268	150	137	126	106	188	162
Bo8g044710	Bo8g044710	91	254	198	113	70	184	250	199
Bo8g044720	Bo8g044720	2	3	5	6	9	6	16	15
Bo8g044730	Bo8g044730	209	693	651	394	337	371	536	414
Bo8g044740	Bo8g044740	24	102	97	38	23	77	126	105
Bo8g044750	Bo8g044750	20	89	59	30	14	30	97	67
Bo8g044760	Bo8g044760	22	44	46	16	15	35	73	52
Bo8g044770	Bo8g044770	1	1	0	0	0	0	0	0
Bo8g045770	Bo8g045770	47	106	138	133	94	257	228	199
Bo8g045780	Bo8g045780	38	104	87	47	51	134	125	142
Bo8g045790	Bo8g045790	107	261	294	148	146	362	466	421
Bo8g045800	Bo8g045800	1296	2778	2414	2014	1014	3091	5117	4202
Bo8g045810	Bo8g045810	0	0	61	43	40	0	0	1
Bo8g045830	Bo8g045830	0	2	60	40	39	62	116	129
Bo8g045840	Bo8g045840	5	9	0	0	0	330	300	293
Bo8g045860	Bo8g045860	0	0	5	1	2	6	9	3
Bo8g045880	Bo8g045880	9	12	2	6	3	22	36	29
Bo8g045890	Bo8g045890	0	0	1	2	1	0	1	0
Bo8g045900	Bo8g045900	0	0	0	0	0	0	1	2
Bo8g045920	Bo8g045920	37	96	105	58	57	227	213	178
Bo8g045930	Bo8g045930	0	0	0	0	3	2	6	3
Bo8g045940	Bo8g045940	43	171	262	76	59	133	224	201
Bo8g045950	Bo8g045950	11	32	28	13	16	45	53	32
Bo8g045960	Bo8g045960	85	155	218	158	98	185	233	199
Bo8g045970	Bo8g045970	3	25	8	6	6	29	22	17
Bo8g045980	Bo8g045980	135	346	318	209	134	408	339	304
Bo8g045990	Bo8g045990	0	0	0	1	1	1	2	3
Bo8g046000	Bo8g046000	0	0	0	0	4	1	3	6
Bo8g046010	Bo8g046010	0	0	1	3	4	5	13	11
Bo8g046020	Bo8g046020	792	1786	2307	1737	1075	1083	1753	1531
Bo8g046030	Bo8g046030	17	49	53	25	27	29	34	17
Bo8g046060	Bo8g046060	9	31	20	16	6	45	44	37
Bo8g046070	Bo8g046070	1	0	0	0	1	1	8	6
Bo8g046080	Bo8g046080	1	0	0	0	6	5	13	11
Bo8g046100	Bo8g046100	12	10	10	7	10	23	29	36
Bo8g046110	Bo8g046110	10	51	49	30	25	58	56	61
Bo8g046120	Bo8g046120	11	23	12	6	10	25	31	19
Bo8g046130	Bo8g046130	0	0	0	0	0	4	9	15
Bo8g046150	Bo8g046150	32	94	214	116	125	241	193	174
Bo8g047150	Bo8g047150	33	97	110	84	44	137	113	98
Bo8g047160	Bo8g047160	3	5	2	1	1	1	6	2
Bo8g047170	Bo8g047170	0	2	4	2	11	41	38	31
Bo8g047190	Bo8g047190	0	0	0	0	0	0	1	5
Bo8g047210	Bo8g047210	0	0	0	0	2	1	2	0
Bo8g047220	Bo8g047220	17	30	65	26	15	80	63	51
Bo8g047230	Bo8g047230	1	0	0	0	2	1	2	2
Bo8g047240	Bo8g047240	92	309	689	323	203	435	678	627
Bo8g047250	Bo8g047250	6	10	7	5	18	13	36	27
Bo8g047260	Bo8g047260	61	118	201	147	97	304	405	358
Bo8g047270	Bo8g047270	8	24	32	4	9	56	34	25
Bo8g047280	Bo8g047280	13	30	13	12	14	89	52	58
Bo8g048280	Bo8g048280	0	0	0	0	1	0	4	3
Bo8g048300	Bo8g048300	12	25	71	37	47	2	6	4
Bo8g048310	Bo8g048310	28	47	61	73	74	45	34	62
Bo8g048320	Bo8g048320	13	22	33	20	10	0	1	1
Bo8g048330	Bo8g048330	0	1	2	0	0	1	1	3
Bo8g048340	Bo8g048340	0	1	1	0	2	0	0	0
Bo8g049340	Bo8g049340	0	0	0	0	1	1	19	11
Bo8g049360	Bo8g049360	0	0	0	0	0	1	3	2
Bo8g049370	Bo8g049370	0	5	1	0	0	6	9	8
Bo8g049380	Bo8g049380	0	0	0	0	3	1	5	2
Bo8g049390	Bo8g049390	0	0	0	0	0	1	2	4
Bo8g049400	Bo8g049400	0	1	0	1	1	1	2	4
Bo8g049410	Bo8g049410	0	0	1	0	0	0	2	1
Bo8g049420	Bo8g049420	0	0	0	0	0	2	2	1
Bo8g049430	Bo8g049430	0	1	0	0	0	0	4	2
Bo8g049440	Bo8g049440	60	137	73	54	27	95	120	99
Bo8g049450	Bo8g049450	8	14	6	0	2	15	15	11
Bo8g049460	Bo8g049460	0	0	4	0	1	3	6	7
Bo8g049470	Bo8g049470	1	0	0	0	0	2	1	6
Bo8g049480	Bo8g049480	0	0	0	0	0	1	1	1
Bo8g049510	Bo8g049510	0	0	0	0	0	3	0	1
Bo8g049520	Bo8g049520	0	0	0	0	0	1	0	2
Bo8g049530	Bo8g049530	39	75	36	47	32	308	748	1144
Bo8g049540	Bo8g049540	7	41	44	41	33	19	33	45
Bo8g049550	Bo8g049550	994	1770	1409	1262	591	1812	2116	1862
Bo8g049560	Bo8g049560	15	53	65	36	41	78	67	72
Bo8g049570	Bo8g049570	3	0	7	6	8	14	15	23
Bo8g049580	Bo8g049580	0	1	0	0	0	2	3	1
Bo8g049590	Bo8g049590	1	5	0	2	2	16	12	34
Bo8g049620	Bo8g049620	15	47	35	16	11	38	44	33
Bo8g049630	Bo8g049630	1	1	0	0	3	3	2	1
Bo8g049640	Bo8g049640	0	0	0	1	2	1	4	2
Bo8g049650	Bo8g049650	2	8	12	9	5	11	9	13
Bo8g049660	Bo8g049660	0	0	0	0	0	2	3	1
Bo8g049690	Bo8g049690	0	0	0	2	6	2	6	5
Bo8g049710	Bo8g049710	0	3	2	0	3	13	8	6
Bo8g049720	Bo8g049720	0	0	0	1	0	0	0	1
Bo8g049730	Bo8g049730	0	0	0	1	1	0	0	0
Bo8g049740	Bo8g049740	0	1	0	0	1	3	3	5
Bo8g049750	Bo8g049750	2	6	3	6	2	14	2	6
Bo8g049760	Bo8g049760	2	8	11	18	14	34	33	31
Bo8g049770	Bo8g049770	5	26	15	9	14	22	18	8
Bo8g049780	Bo8g049780	51	131	129	73	54	204	196	178
Bo8g049790	Bo8g049790	0	0	0	0	0	1	3	3
Bo8g049800	Bo8g049800	0	0	0	0	2	0	0	0
Bo8g049810	Bo8g049810	25	46	31	21	9	38	24	35
Bo8g049820	Bo8g049820	46	101	135	79	82	148	153	143
Bo8g049830	Bo8g049830	14	47	28	20	11	110	134	130
Bo8g049840	Bo8g049840	260	568	418	381	179	469	605	531
Bo8g049850	Bo8g049850	0	0	7	6	4	3	1	0
Bo8g049860	Bo8g049860	136	305	78	53	25	311	363	297
Bo8g049870	Bo8g049870	1	1	0	0	0	0	2	1
Bo8g049880	Bo8g049880	582	871	815	737	325	1247	1902	1422
Bo8g049900	Bo8g049900	0	0	0	0	0	0	1	2
Bo8g049910	Bo8g049910	4	4	6	3	16	2	11	8
Bo8g049920	Bo8g049920	3	5	6	4	6	6	9	8
Bo8g049930	Bo8g049930	0	1	0	0	1	0	2	2
Bo8g049940	Bo8g049940	0	5	0	0	2	4	3	2
Bo8g049950	Bo8g049950	1	0	0	0	0	3	0	0
Bo8g049970	Bo8g049970	15	59	139	101	59	23	21	17
Bo8g049980	Bo8g049980	3	1	8	1	4	3	4	5
Bo8g049990	Bo8g049990	3	10	7	2	2	1	2	3
Bo8g050000	Bo8g050000	0	6	2	0	0	1	2	0
Bo8g050010	Bo8g050010	17	85	109	105	119	122	79	82
Bo8g050020	Bo8g050020	0	0	0	0	0	0	1	1
Bo8g050030	Bo8g050030	1	0	0	0	0	2	0	0
Bo8g050040	Bo8g050040	0	0	0	0	1	0	4	1
Bo8g050050	Bo8g050050	10	37	20	11	6	41	53	41
Bo8g050070	Bo8g050070	10	11	8	5	10	3	3	7
Bo8g050080	Bo8g050080	49	133	68	64	64	160	99	122
Bo8g050090	Bo8g050090	290	731	868	477	394	719	1030	1007
Bo8g050100	Bo8g050100	0	0	0	1	0	0	0	1
Bo8g050110	Bo8g050110	211	452	299	184	141	721	734	728
Bo8g050120	Bo8g050120	0	0	3	0	0	0	0	1
Bo8g050130	Bo8g050130	1	6	1	4	3	6	9	5
Bo8g050140	Bo8g050140	0	0	0	0	2	0	11	2
Bo8g050150	Bo8g050150	0	0	0	0	4	10	21	16
Bo8g050170	Bo8g050170	3	9	10	6	6	10	13	7
Bo8g050200	Bo8g050200	0	0	0	1	3	0	1	0
Bo8g050210	Bo8g050210	3	5	6	5	9	20	15	11
Bo8g050220	Bo8g050220	0	0	0	1	1	2	2	4
Bo8g050230	Bo8g050230	1	7	0	0	0	7	5	4
Bo8g050250	Bo8g050250	0	0	0	0	2	1	0	1
Bo8g050260	Bo8g050260	2	6	1	5	1	2	4	5
Bo8g050280	Bo8g050280	82	220	311	192	118	223	300	320
Bo8g050300	Bo8g050300	0	3	1	1	0	0	3	1
Bo8g050310	Bo8g050310	20	73	63	41	22	73	88	72
Bo8g050320	Bo8g050320	62	232	264	183	117	156	171	154
Bo8g050330	Bo8g050330	0	0	0	0	1	5	5	4
Bo8g050340	Bo8g050340	0	0	2	1	0	5	5	3
Bo8g050350	Bo8g050350	33	79	105	68	40	94	153	118
Bo8g050360	Bo8g050360	0	0	2	0	0	0	0	0
Bo8g050380	Bo8g050380	0	2	26	14	14	3	7	7
Bo8g050400	Bo8g050400	30	13	55	37	94	78	101	110
Bo8g050410	Bo8g050410	0	0	75	40	44	0	1	1
Bo8g050420	Bo8g050420	0	0	158	69	71	0	1	1
Bo8g050430	Bo8g050430	45	176	461	309	284	167	179	153
Bo8g050440	Bo8g050440	17	74	96	106	63	86	129	103
Bo8g050450	Bo8g050450	0	0	0	0	0	1	1	2
Bo8g050460	Bo8g050460	142	376	453	296	231	383	405	353
Bo8g050470	Bo8g050470	2	8	15	11	15	1	4	1
Bo8g050480	Bo8g050480	21	83	39	31	24	33	61	75
Bo8g050490	Bo8g050490	0	0	0	1	0	1	0	0
Bo8g050500	Bo8g050500	0	1	0	3	1	1	5	3
Bo8g050510	Bo8g050510	71	125	126	58	44	106	143	123
Bo8g050520	Bo8g050520	0	0	0	2	1	0	0	0
Bo8g050560	Bo8g050560	1	0	3	4	7	0	0	0
Bo8g050570	Bo8g050570	6	5	24	8	23	7	17	11
Bo8g050580	Bo8g050580	7	1	7	19	27	21	19	18
Bo8g050590	Bo8g050590	58	216	340	261	214	228	278	247
Bo8g050600	Bo8g050600	0	0	0	0	5	4	10	11
Bo8g050610	Bo8g050610	11	9	16	17	10	5	8	21
Bo8g050630	Bo8g050630	44	69	84	60	25	19	57	53
Bo8g050640	Bo8g050640	0	0	0	2	6	2	8	11
Bo8g050660	Bo8g050660	0	0	0	1	0	1	3	1
Bo8g050700	Bo8g050700	1	0	0	0	0	1	1	1
Bo8g050710	Bo8g050710	1	3	1	0	0	8	8	7
Bo8g050720	Bo8g050720	1	2	1	0	0	2	0	0
Bo8g050730	Bo8g050730	76	162	239	213	187	229	228	256
Bo8g050740	Bo8g050740	0	1	1	0	1	1	0	1
Bo8g050750	Bo8g050750	0	0	1	0	1	0	0	0
Bo8g050790	Bo8g050790	0	0	0	0	0	1	0	1
Bo8g050810	Bo8g050810	0	0	1	1	3	2	6	5
Bo8g050820	Bo8g050820	0	0	0	0	0	1	2	1
Bo8g050840	Bo8g050840	0	0	0	0	2	0	4	2
Bo8g050850	Bo8g050850	445	929	586	517	394	1133	1401	1200
Bo8g050860	Bo8g050860	35	140	187	149	133	138	177	164
Bo8g050870	Bo8g050870	128	365	209	171	92	255	336	260
Bo8g050880	Bo8g050880	0	4	0	2	0	0	0	2
Bo8g050900	Bo8g050900	0	0	0	0	0	4	8	12
Bo8g050920	Bo8g050920	95	126	159	98	77	367	457	437
Bo8g050930	Bo8g050930	49	111	138	163	145	217	197	183
Bo8g050940	Bo8g050940	0	0	10	7	9	4	11	5
Bo8g050950	Bo8g050950	264	591	380	308	160	290	390	363
Bo8g050960	Bo8g050960	1	0	0	0	4	1	3	2
Bo8g050970	Bo8g050970	119	262	138	126	65	219	307	312
Bo8g050980	Bo8g050980	3	6	36	16	13	289	343	362
Bo8g050990	Bo8g050990	1	0	1	1	4	4	11	7
Bo8g051010	Bo8g051010	20	32	48	39	26	21	40	33
Bo8g051020	Bo8g051020	3	23	25	6	8	12	19	16
Bo8g051030	Bo8g051030	0	0	1	0	1	0	6	4
Bo8g051040	Bo8g051040	0	0	0	0	1	8	12	5
Bo8g051050	Bo8g051050	0	0	0	0	0	1	2	2
Bo8g051060	Bo8g051060	0	0	0	0	0	1	1	3
Bo8g051070	Bo8g051070	0	0	0	1	0	0	2	1
Bo8g051080	Bo8g051080	0	0	0	0	0	0	2	0
Bo8g051090	Bo8g051090	0	0	0	0	0	0	3	1
Bo8g051100	Bo8g051100	59	224	132	90	88	284	469	391
Bo8g051110	Bo8g051110	56	158	155	92	86	108	191	125
Bo8g051120	Bo8g051120	16	31	130	53	52	203	242	267
Bo8g051140	Bo8g051140	0	0	0	0	1	7	17	10
Bo8g051150	Bo8g051150	0	0	0	0	0	1	7	3
Bo8g051160	Bo8g051160	0	0	0	0	0	0	2	1
Bo8g051170	Bo8g051170	0	0	0	0	0	18	14	8
Bo8g051190	Bo8g051190	0	0	0	0	1	1	4	1
Bo8g051200	Bo8g051200	10	22	44	51	33	114	122	103
Bo8g051210	Bo8g051210	23	83	42	37	19	1	12	4
Bo8g051220	Bo8g051220	0	0	0	0	1	3	1	2
Bo8g051230	Bo8g051230	111	264	293	190	89	236	351	244
Bo8g051240	Bo8g051240	0	0	0	1	1	1	2	0
Bo8g051250	Bo8g051250	19	34	47	44	15	173	130	135
Bo8g051280	Bo8g051280	0	0	0	0	4	1	1	1
Bo8g051300	Bo8g051300	17	30	0	0	0	61	63	51
Bo8g051310	Bo8g051310	0	0	0	0	1	0	2	1
Bo8g051330	Bo8g051330	0	0	0	0	0	0	0	3
Bo8g051340	Bo8g051340	8	33	51	20	14	20	20	16
Bo8g051350	Bo8g051350	170	389	547	347	230	647	588	480
Bo8g051360	Bo8g051360	34	118	145	134	62	137	172	152
Bo8g051370	Bo8g051370	3	8	4	2	2	10	13	9
Bo8g051380	Bo8g051380	69	137	121	83	69	149	211	170
Bo8g051390	Bo8g051390	0	0	0	0	0	0	2	0
Bo8g051410	Bo8g051410	81	143	203	223	123	864	1041	994
Bo8g051420	Bo8g051420	76	226	99	56	23	147	202	156
Bo8g051430	Bo8g051430	12	37	18	5	4	31	61	46
Bo8g051440	Bo8g051440	260	595	510	292	216	450	594	407
Bo8g051450	Bo8g051450	322	1044	900	415	457	3723	4029	3920
Bo8g051460	Bo8g051460	0	0	0	1	0	0	5	2
Bo8g051470	Bo8g051470	0	0	0	0	0	0	1	1
Bo8g051480	Bo8g051480	0	0	0	0	1	2	1	1
Bo8g051490	Bo8g051490	0	0	0	0	2	5	4	6
Bo8g051500	Bo8g051500	0	1	0	0	0	2	2	1
Bo8g051510	Bo8g051510	0	0	0	0	0	9	16	14
Bo8g051520	Bo8g051520	196	556	571	297	216	438	486	442
Bo8g051530	Bo8g051530	9	19	4	0	3	33	39	28
Bo8g051540	Bo8g051540	10	22	24	31	10	36	59	41
Bo8g051550	Bo8g051550	2	5	14	14	11	24	30	40
Bo8g051560	Bo8g051560	376	887	799	638	397	1209	1759	1630
Bo8g052590	Bo8g052590	6	15	2	0	3	14	12	22
Bo8g052600	Bo8g052600	2	0	4	1	3	33	18	20
Bo8g052610	Bo8g052610	1	1	3	5	2	1	4	6
Bo8g052620	Bo8g052620	0	0	0	1	0	0	0	2
Bo8g052630	Bo8g052630	88	281	300	215	148	335	352	364
Bo8g052640	Bo8g052640	1011	1761	1712	1437	776	2808	4184	3326
Bo8g052650	Bo8g052650	0	0	0	0	5	1	3	2
Bo8g052660	Bo8g052660	376	968	776	488	321	542	780	715
Bo8g052710	Bo8g052710	0	0	31	15	6	0	3	4
