Bo1g001000	0
Bo1g001010	1
Bo1g001020	0
Bo1g001030	61
Bo1g001040	359
Bo1g001050	12
Bo1g001060	22
Bo1g001070	1
Bo1g001080	67
Bo1g001090	210
Bo1g001100	43
Bo1g001110	0
Bo1g001120	0
Bo1g001130	1
Bo1g001140	32
Bo1g002140	0
Bo1g002150	0
Bo1g002160	8
Bo1g002170	329
Bo1g002180	0
Bo1g002190	17
Bo1g002200	15
Bo1g002210	2
Bo1g002220	89
Bo1g002230	40
Bo1g002240	50
Bo1g002250	6
Bo1g002260	5763
Bo1g002270	11
Bo1g002280	0
Bo1g002290	1
Bo1g002300	5
Bo1g002310	7
Bo1g002320	2
Bo1g002330	0
Bo1g002340	270
Bo1g002350	54
Bo1g002360	0
Bo1g002370	0
Bo1g002380	0
Bo1g002390	0
Bo1g002400	0
Bo1g002410	10
Bo1g002420	222
Bo1g002430	0
Bo1g002440	39
Bo1g002450	20
Bo1g002460	663
Bo1g002470	2
Bo1g002480	3
Bo1g002490	0
Bo1g002500	65
Bo1g002510	0
Bo1g002520	17
Bo1g002530	89
Bo1g002540	1
Bo1g002550	146
Bo1g002560	1
Bo1g002570	45
Bo1g002580	0
Bo1g002590	102
Bo1g002600	24
Bo1g002610	3
Bo1g002620	12
Bo1g002630	12
Bo1g002640	0
Bo1g002650	0
Bo1g002660	0
Bo1g002670	212
Bo1g002680	0
Bo1g002690	35
Bo1g002700	0
Bo1g002710	1
Bo1g002720	91
Bo1g002730	308
Bo1g002740	0
Bo1g002750	90
Bo1g002760	1
Bo1g002770	471
Bo1g002780	2
Bo1g002790	0
Bo1g002800	0
Bo1g002810	46
Bo1g002820	0
Bo1g002830	0
Bo1g002840	99
Bo1g002850	11
Bo1g002860	2
Bo1g002870	1536
Bo1g002880	0
Bo1g002890	1
Bo1g002900	121
Bo1g002910	78
Bo1g002920	0
Bo1g002930	94
Bo1g002940	134
Bo1g002950	85
Bo1g002960	3
Bo1g002970	51
Bo1g002980	3
Bo1g002990	155
Bo1g003000	0
Bo1g003010	193
Bo1g003020	33
Bo1g003030	0
Bo1g003040	1
Bo1g003050	18
Bo1g003060	1
Bo1g003070	0
Bo1g003080	1811
Bo1g003090	82
Bo1g003100	29
Bo1g003110	61
Bo1g003120	0
Bo1g003130	409
Bo1g003140	0
Bo1g003150	1
Bo1g003160	1
Bo1g003170	21
Bo1g003180	1
Bo1g003190	36
Bo1g003200	0
Bo1g003210	19
Bo1g003220	2
Bo1g003230	36
Bo1g003240	0
Bo1g003250	0
Bo1g003260	0
Bo1g003270	0
Bo1g003280	0
Bo1g003290	4027
Bo1g003300	49
Bo1g003310	197
Bo1g003320	102
Bo1g003330	195
Bo1g003340	0
Bo1g003350	0
Bo1g003360	0
Bo1g003370	1
Bo1g003380	1
Bo1g003390	0
Bo1g003400	61
Bo1g003410	0
Bo1g003420	0
Bo1g003430	0
Bo1g003440	579
Bo1g003450	8
Bo1g003460	16
Bo1g003470	5
Bo1g003480	79
Bo1g003490	69
Bo1g003500	17
