Bo1g001000	0
Bo1g001010	6
Bo1g001020	4
Bo1g001030	61
Bo1g001040	2668
Bo1g001050	356
Bo1g001060	220
Bo1g001070	3
Bo1g001080	21
Bo1g001090	1015
Bo1g001100	130
Bo1g001110	5
Bo1g001120	12
Bo1g001130	5
Bo1g001140	69
Bo1g002140	0
Bo1g002150	4
Bo1g002160	136
Bo1g002170	1153
Bo1g002180	16
Bo1g002190	487
Bo1g002200	700
Bo1g002210	19
Bo1g002220	327
Bo1g002230	143
Bo1g002240	1067
Bo1g002250	35
Bo1g002260	6512
Bo1g002270	43
Bo1g002280	0
Bo1g002290	1
Bo1g002300	99
Bo1g002310	31
Bo1g002320	1
Bo1g002330	3
Bo1g002340	349
Bo1g002350	744
Bo1g002360	0
Bo1g002370	13
Bo1g002380	0
Bo1g002390	0
Bo1g002400	0
Bo1g002410	42
Bo1g002420	1223
Bo1g002430	0
Bo1g002440	947
Bo1g002450	1
Bo1g002460	316
Bo1g002470	35
Bo1g002480	25
Bo1g002490	2
Bo1g002500	751
Bo1g002510	6
Bo1g002520	112
Bo1g002530	156
Bo1g002540	26
Bo1g002550	128
Bo1g002560	7
Bo1g002570	448
Bo1g002580	0
Bo1g002590	317
Bo1g002600	360
Bo1g002610	41
Bo1g002620	95
Bo1g002630	106
Bo1g002640	7
Bo1g002650	14
Bo1g002660	0
Bo1g002670	474
Bo1g002680	9
Bo1g002690	185
Bo1g002700	6
Bo1g002710	2
Bo1g002720	46
Bo1g002730	481
Bo1g002740	0
Bo1g002750	357
Bo1g002760	7
Bo1g002770	1451
Bo1g002780	6
Bo1g002790	6
Bo1g002800	5
Bo1g002810	28
Bo1g002820	0
Bo1g002830	3
Bo1g002840	21
Bo1g002850	81
Bo1g002860	1
Bo1g002870	2843
Bo1g002880	6
Bo1g002890	165
Bo1g002900	162
Bo1g002910	851
Bo1g002920	4
Bo1g002930	911
Bo1g002940	1206
Bo1g002950	342
Bo1g002960	169
Bo1g002970	621
Bo1g002980	41
Bo1g002990	908
Bo1g003000	14
Bo1g003010	1512
Bo1g003020	219
Bo1g003030	0
Bo1g003040	9
Bo1g003050	130
Bo1g003060	11
Bo1g003070	29
Bo1g003080	11705
Bo1g003090	2131
Bo1g003100	208
Bo1g003110	286
Bo1g003120	6
Bo1g003130	1611
Bo1g003140	3
Bo1g003150	19
Bo1g003160	16
Bo1g003170	95
Bo1g003180	46
Bo1g003190	191
Bo1g003200	8
Bo1g003210	321
Bo1g003220	23
Bo1g003230	161
Bo1g003240	9
Bo1g003250	183
Bo1g003260	1
Bo1g003270	0
Bo1g003280	1
Bo1g003290	4184
Bo1g003300	297
Bo1g003310	481
Bo1g003320	470
Bo1g003330	3571
Bo1g003340	2
Bo1g003350	1
Bo1g003360	0
Bo1g003370	12
Bo1g003380	270
Bo1g003390	44
Bo1g003400	62
Bo1g003410	2
Bo1g003420	0
Bo1g003430	4
Bo1g003440	716
Bo1g003450	133
Bo1g003460	225
Bo1g003470	22
Bo1g003480	213
Bo1g003490	195
Bo1g003500	160
Bo1g003510	1
Bo1g003520	35
Bo1g003530	298
Bo1g003540	457
Bo1g003550	22
Bo1g003560	1
Bo1g003570	26
Bo1g003580	1528
Bo1g003590	0
Bo1g003600	178
Bo1g003610	136
Bo1g003620	21
Bo1g003630	32
Bo1g003640	0
Bo1g003650	196
Bo1g003660	9
Bo1g003670	0
Bo1g003680	34
Bo1g003690	0
Bo1g003700	0
Bo1g003710	0
Bo1g003720	55
Bo1g003730	4
Bo1g004730	275
Bo1g004740	7
Bo1g004750	7
Bo1g004760	91
Bo1g004770	337
Bo1g004780	5
Bo1g004790	1
Bo1g004800	0
Bo1g004810	0
Bo1g004820	0
Bo1g004830	69
Bo1g004840	56
Bo1g004850	2
Bo1g004860	1872
Bo1g004870	0
Bo1g004880	4
Bo1g004890	663
Bo1g004900	54
Bo1g004910	78
Bo1g004920	13
Bo1g004930	115
Bo1g004940	149
Bo1g004950	5
Bo1g004960	253
Bo1g004970	22
Bo1g004980	7
Bo1g004990	1
Bo1g005000	0
Bo1g005010	4
Bo1g005020	311
Bo1g005030	660
Bo1g005040	31
Bo1g005050	2
Bo1g005060	380
Bo1g005070	5
Bo1g005080	5
Bo1g005090	1
Bo1g005100	1
Bo1g005110	4
Bo1g005120	10
Bo1g005130	13
Bo1g005140	1
Bo1g005150	9
Bo1g005160	381
Bo1g005170	74
Bo1g005180	157
Bo1g005190	0
Bo1g005200	31
Bo1g005210	307
Bo1g005220	126
Bo1g005230	274
Bo1g005240	97
Bo1g005250	173
Bo1g005260	14
Bo1g005270	97
Bo1g005280	489
Bo1g005290	812
Bo1g005300	342
Bo1g005310	0
Bo1g005320	61
Bo1g005330	182
Bo1g005340	1
Bo1g005350	176
Bo1g005360	92
Bo1g005370	8
Bo1g005380	707
Bo1g005390	105
Bo1g005400	395
Bo1g005410	7
Bo1g005420	6
Bo1g005430	19
Bo1g005440	0
Bo1g005450	14
Bo1g005460	288
Bo1g005470	87
Bo1g005480	5
Bo1g005490	142
Bo1g005500	3
Bo1g005510	254
Bo1g005520	380
Bo1g005530	14
Bo1g005540	1
Bo1g005550	43
Bo1g005560	22
Bo1g005570	44
Bo1g005580	27
Bo1g005590	1120
Bo1g005600	222
Bo1g005610	4
Bo1g005620	1
Bo1g005630	26
Bo1g005640	59
Bo1g005650	1
Bo1g005660	273
Bo1g005670	6
Bo1g005680	2
Bo1g005690	1268
Bo1g005700	3
Bo1g005710	874
Bo1g005720	195
Bo1g005730	4
Bo1g005740	254
Bo1g005750	107
Bo1g005760	8
Bo1g005770	1365
Bo1g005780	298
Bo1g005790	325
Bo1g005800	245
Bo1g005810	34
Bo1g005820	1
Bo1g005830	17
Bo1g005840	2
Bo1g005850	65
Bo1g005860	299
Bo1g005870	1
Bo1g005880	103
Bo1g005890	0
Bo1g005900	3
Bo1g005910	5381
Bo1g005920	55
Bo1g005930	1
Bo1g005940	136
Bo1g005950	4
Bo1g005960	137
Bo1g005970	42
Bo1g005980	638
Bo1g005990	776
Bo1g006000	911
