ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
boe00966,Glucosinolate biosynthesis,10/429,40/7855,4.09953330473798e-05,0.00442749596911702,0.00418583926904825,106302779/106327830/106343089/106343839/106292635/106296539/106296616/106301717/106309460/106316016,10
boe00480,Glutathione metabolism,20/429,159/7855,0.000388983314926351,0.021005099006023,0.0198586218672927,106324757/106340355/106328226/106336013/106337212/106337567/106342187/106294764/106292636/106343546/106294469/106299269/106301288/106303209/106309564/106310378/106308197/106307224/106316472/106318371,20
