ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
boe03040,Spliceosome,50/535,287/7855,3.95930499955962e-10,4.27604939952439e-08,4.16768947322065e-08,106319733/106320211/106308303/106323083/106316479/106302833/106317743/106343459/106327038/106319571/106325451/106322828/106327015/106329617/106333167/106329101/106328152/106334802/106341690/106339366/106342350/106342106/106341912/106295282/106295191/106294578/106295638/106294449/106294489/106293924/106300568/106300586/106296588/106296491/106300617/106296455/106296449/106301705/106323438/106305829/106304350/106304333/106311533/106311704/106317759/106318050/106318360/106318270/106313042/106315542,50
