Supplementary Table 2: Kale vs TO1000 DEGs,,,,,,,,,,
Gene,Kale_1,Kale_2,Kale_3,TO1000_1,TO1000_2,TO1000_3,Kale_Mean,TO1000_Mean,KvT_log2FC,KvT_padj
Bo1g112320,99.4496581,110.9822233,130.4095504,50.44398005,49.37260909,45.29177724,48.36945546,113.6138106,1.225787872,7.78E-05
Bo1g112440,16.45031938,12.54581654,71.59740019,296.5758137,115.9508244,177.931982,196.81954,33.53117871,-2.568726809,0.005098005
Bo1g112490,0.74774179,0,1.278525003,16.52475208,14.21332686,27.49857904,19.41221933,0.675422265,-4.925550029,0.000631912
Bo1g113530,17.19806118,4.825314055,10.22820003,2.609171382,4.488419008,0.808781736,2.635457375,10.75052509,2.03543085,0.030047633
Bo1g114710,0,0,0,0.869723794,6.732628512,8.087817365,5.230056557,0,-4.872296498,0.037653873
Bo1g114910,56.08063427,56.93870585,25.57050007,131.3282929,151.8581764,128.5962961,137.2609218,46.1966134,-1.545458725,2.94E-06
Bo1g115930,2.990967161,2.895188433,0,68.70817972,82.28768181,73.59913802,74.86499985,1.962051865,-5.097843964,8.99E-14
Bo1g115950,148.0528745,81.06527613,204.5640006,53.05315143,32.91507272,28.30736078,38.09186164,144.560717,1.923208145,3.06E-07
Bo1g115970,53.8374089,40.53263806,24.29197507,0.869723794,1.496139669,0,0.788621154,39.55400734,5.633452022,3.79E-07
Bo1g116230,5.234192532,5.790376866,7.671150021,0,0,0,0,6.231906473,5.38404208,0.009746833
Bo1g116280,11.96386864,9.65062811,7.671150021,0.869723794,1.496139669,0.808781736,1.058215067,9.761882258,3.2016408,0.028966785
Bo1g117460,20.18902834,23.16150746,21.73492506,6.957790352,5.236488842,3.235126946,5.14313538,21.69515362,2.080386859,0.007559585
Bo1g117630,42.62128204,66.58933396,85.66117523,39.13757073,30.67086322,24.26345209,31.35729535,64.95726374,1.03950945,0.027922971
Bo1g117700,0,0,7.671150021,8.697237939,8.976838016,10.51416257,9.39607951,2.557050007,-2.149826713,0.049165095
Bo1g117750,31.40515519,12.54581654,20.45640006,64.35956075,56.1052376,45.29177724,55.25219186,21.46912393,-1.342490897,0.005988503
Bo1g118890,0,0,0,6.088066558,4.488419008,8.896599101,6.491028222,0,-5.178952537,0.016161929
Bo1g118970,12.71161043,11.58075373,25.57050007,107.8457504,91.26451982,97.05380838,98.72135955,16.62095474,-2.624250067,3.67E-12
Bo1g119030,10.46838506,8.685565299,42.19132511,77.40541766,73.31084379,84.11330059,78.27652068,20.44842516,-1.998120411,0.000173754
Bo1g119050,56.82837606,62.72908272,49.86247513,0,0.748069835,0.808781736,0.518950524,56.4733113,6.721802044,4.40E-08
Bo1g119060,189.9264147,237.4054515,205.8425256,66.09900834,56.1052376,67.12888413,63.11104335,211.0581306,1.742435735,8.26E-13
Bo1g119070,0,0.965062811,1.278525003,11.30640932,14.21332686,16.17563473,13.89845697,0.747862605,-4.404591819,0.003253553
Bo1g119130,38.88257309,55.00858023,168.7653005,312.230842,252.8476041,342.1146745,302.3977069,87.55215126,-1.794767704,0.039809776
Bo1g120540,139.079973,127.3882911,80.54707522,224.3887388,276.7858388,262.8540644,254.676214,115.6717798,-1.125272196,1.35E-05
Bo1g121540,20.18902834,23.16150746,17.89935005,5.218342764,3.740349173,4.043908682,4.334200206,20.41662862,2.244064445,0.009386041
Bo1g122750,0,0.965062811,1.278525003,4.34861897,13.46525702,12.94050778,10.25146126,0.747862605,-3.959133177,0.013680045
Bo1g122780,163.0077103,551.0508651,264.6546757,1.739447588,0,0,0.579815863,326.2377504,9.215980677,2.57E-10
Bo1g122970,19.44128655,26.0566959,19.17787505,53.92287522,53.11295826,75.21670149,60.75084499,21.55861916,-1.493088783,0.000321889
Bo1g123270,0,0,1.278525003,3.478895176,11.22104752,4.043908682,6.247950459,0.426175001,-4.170307791,0.033025208
Bo1g123310,8.225159692,7.720502488,10.22820003,30.44033279,23.93823471,21.83710688,25.40522479,8.724620736,-1.554345227,0.017946519
Bo1g123340,15.70257759,52.11339179,33.24165009,11.30640932,11.22104752,14.55807126,12.3618427,33.68587316,1.437241522,0.032033885
Bo1g123400,0,0,0,4.34861897,3.740349173,8.896599101,5.661855748,0,-4.982209668,0.020030887
Bo1g123410,117.3954611,115.8075373,86.93970023,0,0,1.617563473,0.539187824,106.7142329,7.63759765,6.80E-11
Bo1g123490,7.477417902,18.33619341,7.671150021,3.478895176,1.496139669,0,1.658344948,11.16158711,2.783012772,0.004649795
Bo1g123500,0,0,0,2.609171382,11.96911735,15.36685299,9.98171391,0,-5.804433787,0.001394465
Bo1g123520,53.08966711,98.43640672,75.4329752,1.739447588,2.992279339,0,1.577242309,75.65301634,5.555040356,4.16E-13
Bo1g123680,1.49548358,8.685565299,6.392625017,27.83116141,32.16700289,35.5863964,31.86152023,5.524557966,-2.589120008,0.000229114
Bo1g123690,109.9180432,211.3487556,129.1310253,403.5518404,522.9008144,494.9744227,473.8090258,150.132608,-1.6599356,6.09E-11
Bo1g123730,84.49482229,89.75084142,102.2820003,1.739447588,1.496139669,0.808781736,1.348122998,92.175888,6.097304153,7.21E-15
Bo1g124760,82.25159692,86.85565299,77.99002521,32.17978038,38.8996314,45.29177724,38.79039634,82.36575838,1.085970537,0.000916903
Bo1g124790,42.62128204,39.56757525,48.58395013,94.79989354,125.6757322,160.9475656,127.1410638,43.59093581,-1.551202226,4.12E-06
Bo1g124810,9.720643273,13.51087935,7.671150021,0,2.244209504,1.617563473,1.287257659,10.30089088,2.972755386,0.039242685
Bo1g124860,0,0.965062811,1.278525003,13.04585691,11.96911735,10.51416257,11.84304561,0.747862605,-4.159298664,0.009656403
Bo1g124920,3.738708951,17.3711306,17.89935005,45.22563728,40.39577107,35.5863964,40.40260159,13.0030632,-1.685074889,0.006436884
Bo1g127340,29.16192982,41.49770087,23.01345006,0,0,0,0,31.22436025,7.719741325,1.46E-07
Bo1g128350,23.1799955,21.23138184,14.06377504,45.22563728,65.83014545,50.14446766,53.7334168,19.49171746,-1.441604218,0.001852239
Bo1g128390,62.06256859,89.75084142,76.71150021,31.31005658,37.40349173,35.5863964,34.76664824,76.17497007,1.125393091,0.002735837
Bo1g128480,1.49548358,2.895188433,24.29197507,0,0,1.617563473,0.539187824,9.56088236,4.118081966,0.038189393
Bo1g128590,164.5031938,89.75084142,118.9028253,46.96508487,47.12839958,57.42350329,50.50566258,124.3856202,1.306488414,5.72E-05
Bo1g128600,29.16192982,29.91694714,19.17787505,0,2.992279339,0.808781736,1.267020358,26.085584,4.311029043,2.78E-05
Bo1g129680,0.74774179,0,2.557050007,8.697237939,8.976838016,17.7931982,11.82242472,1.101597266,-3.585038415,0.007766617
Bo1g129760,6.729676112,1.930125622,7.671150021,43.4861897,49.37260909,47.71812245,46.85897374,5.443650585,-3.120555837,5.62E-07
Bo1g129800,128.6115879,97.47134391,61.36920017,38.26784693,53.11295826,42.0566503,44.47915183,95.81737733,1.118273365,0.002508441
Bo1g130030,12.71161043,9.65062811,12.78525003,37.39812314,19.4498157,32.35126946,29.73306943,11.71582953,-1.340650145,0.033219574
Bo1g131210,14.20709401,12.54581654,6.392625017,0,0,0,0,11.04851186,6.237907191,7.44E-05
Bo1g131240,12.71161043,9.65062811,6.392625017,49.57425625,70.31856446,56.61472155,58.83584742,9.58495452,-2.574754484,1.52E-07
Bo1g134370,40.37805667,43.4278265,43.46985012,18.26419967,20.19788553,19.41076168,19.29094896,42.42524443,1.133464149,0.016263954
Bo1g134380,0,0,1.278525003,26.09171382,34.41121239,19.41076168,26.63789596,0.426175001,-6.256242861,3.86E-05
Bo1g134420,38.88257309,31.84707276,56.25510015,7.827514145,3.740349173,3.235126946,4.934330088,42.32824867,3.108520448,1.12E-06
Bo1g134450,7.477417902,3.860251244,5.114100014,0,0,0.808781736,0.269593912,5.483923053,4.255040003,0.032730526
Bo1g134510,190.6741565,136.0738564,167.4867755,310.4913944,338.8756351,388.2152335,345.8607543,164.7449294,-1.067057684,8.03E-07
Bo1g134540,159.2690013,141.8642332,104.8390503,36.52839935,20.94595537,19.41076168,25.62837213,135.3240949,2.413621169,3.43E-11
Bo1g134560,994.496581,493.1470964,499.9032763,180.9025491,169.8118525,143.1543674,164.622923,662.5156513,2.01233193,1.44E-14
Bo1g134770,304.3309086,244.1608912,291.5037008,627.0708554,627.6305913,723.8596541,659.5203669,279.9985002,-1.235503869,5.49E-10
Bo1g134780,0,0,1.278525003,14.7853045,17.2056062,17.7931982,16.59470297,0.426175001,-5.572858235,0.000718435
Bo1g134920,32.15289698,24.12657028,33.24165009,2.609171382,3.740349173,2.426345209,2.925288588,29.84037245,3.339149604,1.72E-06
Bo1g135040,8.225159692,11.58075373,10.22820003,0,2.244209504,1.617563473,1.287257659,10.01137115,2.923908534,0.044056816
Bo1g136070,204.8812505,208.4535672,97.16790026,60.01094178,41.89191074,39.63030509,47.1777192,170.1675727,1.864344162,1.19E-09
Bo1g136120,1.49548358,0.965062811,5.114100014,23.48254244,26.93051405,22.64588862,24.3529817,2.524882135,-3.391831582,0.000308245
Bo1g138230,24.67547908,41.49770087,23.01345006,95.66961733,97.2490785,66.32010239,86.41293274,29.72887667,-1.535721303,0.000324277
Bo1g138240,110.665785,54.04351742,85.66117523,233.0859768,223.6728806,295.2053338,250.6547304,83.45682587,-1.579375538,6.08E-08
Bo1g138400,0,0,0,3.478895176,5.984558677,8.087817365,5.850423739,0,-5.031683821,0.019579195
Bo1g138500,14.20709401,16.40606779,28.12755008,97.40906492,100.2413578,156.0948751,117.9150993,19.58023729,-2.630722402,4.48E-11
Bo1g138830,0,0,2.557050007,6.088066558,10.47297768,8.896599101,8.485881115,0.852350002,-3.609733046,0.039145149
Bo1g138890,6.729676112,7.720502488,11.50672503,0,0,0,0,8.65230121,5.855582317,0.002442331
Bo1g139100,5.981934322,2.895188433,10.22820003,46.09536108,52.36488842,59.04106676,52.50043876,6.368440927,-3.102169385,4.21E-09
Bo1g139110,12.71161043,9.65062811,14.06377504,43.4861897,40.39577107,47.71812245,43.86669441,12.14200453,-1.86031382,0.000202364
Bo1g139130,377.6096041,423.662574,354.151426,648.8139503,886.462754,875.9106206,803.7291083,385.1412014,-1.060825251,1.17E-06
Bo1g139180,41.87354025,35.70732401,42.19132511,0,0,0,0,39.92406312,8.070242735,1.16E-08
Bo1g139490,4.486450741,4.825314055,6.392625017,85.23293181,80.04347231,76.02548323,80.43396245,5.234796605,-3.974799371,6.81E-14
Bo1g139530,35.14386414,73.34477364,29.40607508,155.6805591,135.4006401,126.9787326,139.3533106,45.96490429,-1.592847396,4.57E-06
Bo1g139650,157.7735177,182.3968713,121.4598753,240.9134909,406.94999,383.3625431,343.742008,153.8767548,-1.155478177,1.49E-05
Bo1g139730,116.6477193,106.1569092,130.4095504,58.27149419,56.1052376,47.71812245,54.03161808,117.7380596,1.120501824,4.52E-05
Bo1g139800,20.18902834,23.16150746,38.3557501,10.43668553,2.992279339,5.661472155,6.363479007,27.23542863,2.100476787,0.005760739
Bo1g139860,17.94580297,7.720502488,20.45640006,40.00729452,54.60909793,52.57081287,49.06240177,15.37423517,-1.685480235,0.001601713
Bo1g141070,610.1573008,276.9730268,342.6447009,85.23293181,137.6448496,131.831423,118.2364015,409.9250095,1.79521594,7.19E-09
Bo1g141100,22.43225371,10.61569092,12.78525003,40.87701832,29.92279339,42.0566503,37.61882067,15.27773155,-1.271141194,0.030887048
Bo1g141150,152.5393252,155.3751126,111.2316753,379.1995742,483.2531132,461.8143715,441.422353,139.715371,-1.651878449,1.10E-13
Bo1g141220,14.9548358,15.44100498,35.7987001,41.74674211,56.85330743,88.15720928,62.25241961,22.06484696,-1.53517422,0.003340901
Bo1g141230,41.87354025,77.20502488,115.0672503,40.00729452,12.71718719,19.41076168,24.04508113,78.04860515,1.695882806,0.001114887
Bo1g141240,20.93677013,26.0566959,49.86247513,2.609171382,5.236488842,4.852690419,4.232783548,32.28531372,2.90200735,6.46E-05
Bo1g141270,7.477417902,5.790376866,12.78525003,0.869723794,0.748069835,0.808781736,0.808858455,8.684348268,3.410112879,0.018407685
Bo1g141280,9.720643273,16.40606779,19.17787505,4.34861897,3.740349173,4.852690419,4.313886187,15.1015287,1.790746965,0.037699536
Bo1g141290,40.37805667,47.28807774,61.36920017,24.35226623,10.47297768,16.17563473,17.00029288,49.67844486,1.547310351,0.001817163
Bo1g141300,84.49482229,73.34477364,99.72495027,22.61281864,24.68630454,41.24786856,29.51566392,85.85484873,1.536283628,0.00021025
Bo1g141320,32.15289698,20.26631903,24.29197507,9.566961733,8.976838016,4.043908682,7.529236144,25.57039703,1.775736326,0.001840494
Bo1g141570,19.44128655,14.47594217,21.73492506,102.6274077,70.31856446,61.46741197,78.1377947,18.55071792,-2.080854155,1.38E-08
Bo1g143700,7.477417902,3.860251244,6.392625017,0,0,0.808781736,0.269593912,5.910098055,4.355117719,0.049874338
Bo1g143760,10.46838506,15.44100498,16.62082504,0.869723794,2.992279339,0,1.287334377,14.17673836,3.416808504,0.005654921
Bo1g143790,13.45935222,14.47594217,33.24165009,51.31370384,53.11295826,71.17279281,58.53315164,20.39231483,-1.563661917,0.002439599
Bo1g143980,7.477417902,1.930125622,5.114100014,17.39447588,20.19788553,22.64588862,20.07941668,4.840547846,-2.022695369,0.010257718
Bo1g144060,70.28772828,82.99540175,76.71150021,0.869723794,0,0,0.289907931,76.66487674,8.049065114,3.31E-09
Bo1g144080,242.26834,251.8813937,172.6008755,0,0,0,0,222.2502031,10.55100052,2.94E-16
Bo1g144130,785.1288797,579.0376866,640.5410267,109.585198,127.1718719,124.5523874,120.4364858,668.2358644,2.472431307,6.39E-36
Bo1g144360,17.19806118,15.44100498,30.68460008,6.957790352,5.236488842,8.896599101,7.030292765,21.10788874,1.572092534,0.043750647
Bo1g144400,637.0760053,568.4219957,551.0442765,1128.901485,1258.253462,1302.947377,1230.034108,585.5140925,-1.069538978,5.08E-09
Bo1g144410,32.15289698,18.33619341,16.62082504,6.088066558,6.732628512,2.426345209,5.08234676,22.36997181,2.15103269,0.006111892
Bo1g144430,6.729676112,4.825314055,8.949675024,0,0,0.808781736,0.269593912,6.834888397,4.554503358,0.019801332
Bo1g144440,0,1.930125622,0,2.609171382,12.71718719,12.13172605,9.152694873,0.643375207,-3.833818112,0.040119988
Bo1g144490,44.11676562,49.21820336,72.8759252,4.34861897,19.4498157,14.55807126,12.78550198,55.40363139,2.09241039,0.000147821
Bo1g144500,0,0,0,18.26419967,15.70946653,20.21954341,18.0644032,0,-6.655928298,2.63E-05
Bo1g144520,20.93677013,17.3711306,12.78525003,3.478895176,2.244209504,1.617563473,2.446889384,17.03105025,2.828459204,0.000460205
Bo1g144560,6.729676112,8.685565299,11.50672503,44.35591349,39.64770124,34.77761467,39.59374313,8.973988814,-2.176403542,0.000106444
Bo1g144630,0,0.965062811,1.278525003,17.39447588,18.70174587,14.55807126,16.88476433,0.747862605,-4.689917151,0.001158684
Bo1g144690,149.548358,113.8774117,186.6646505,451.3866491,531.8776524,769.1514314,584.1385776,150.0301401,-1.966405475,1.20E-13
Bo1g144750,97.20643273,78.17008769,86.93970023,1.739447588,5.236488842,4.043908682,3.673281704,87.43874022,4.549263877,2.42E-17
Bo1g144870,15.70257759,6.755439677,12.78525003,0.869723794,2.244209504,2.426345209,1.846759502,11.74775577,2.659384753,0.017716267
Bo1g144920,4.486450741,6.755439677,1.278525003,0,0,0,0,4.173471807,4.827884055,0.04559156
Bo1g145030,237.7818893,278.9031524,271.0473007,124.3705025,107.7220562,138.3016769,123.4647452,262.5774475,1.087844581,1.52E-05
Bo1g145060,30.6574134,48.25314055,34.52017509,106.9760267,130.1641512,144.7719308,127.3040362,37.81024301,-1.755841962,7.60E-08
Bo1g145090,109.1703014,97.47134391,99.72495027,301.7941565,232.6497186,216.7535054,250.3991268,102.1221985,-1.290536095,9.11E-07
Bo1g145120,106.927076,84.92552737,116.3457753,44.35591349,30.67086322,37.20395988,37.41024553,102.7327929,1.459095082,9.13E-06
Bo1g146130,271.4302698,253.8115193,152.1444754,92.19072216,96.50100867,88.15720928,92.28298003,225.7954215,1.29849655,1.07E-06
Bo1g147160,6.729676112,18.33619341,7.671150021,48.70453246,59.09751694,56.61472155,54.80559032,10.91233985,-2.33342856,1.11E-06
Bo1g147360,25.42322087,48.25314055,51.14100014,102.6274077,187.7655285,143.1543674,144.5157678,41.60578719,-1.817651353,2.73E-06
Bo1g147370,146.5573909,98.43640672,126.5739753,54.79259902,50.86874875,52.57081287,52.74405355,123.8559243,1.234528142,0.000295684
Bo1g147390,179.4580297,82.99540175,189.2217005,39.13757073,51.61681859,64.70253892,51.81897608,150.5583773,1.535624516,5.40E-05
Bo1g147460,16.45031938,15.44100498,17.89935005,34.78895176,35.15928223,38.82152335,36.25658578,16.59689147,-1.131912,0.042414202
Bo1g147490,4.486450741,0.965062811,6.392625017,0,0,0,0,3.94804619,4.717562078,0.02950113
Bo1g147520,0,0,0,5.218342764,4.488419008,8.087817365,5.931526379,0,-5.0493568,0.023412223
Bo1g147600,0,0,1.278525003,8.697237939,4.488419008,6.470253892,6.55197028,0.426175001,-4.228115816,0.033076007
Bo1g147610,27.66644624,42.46276368,47.30542513,19.13392347,13.46525702,11.32294431,14.64070827,39.14487835,1.411299394,0.01046749
Bo1g147750,52.34192532,31.84707276,29.40607508,110.4549218,115.2027545,120.5084787,115.3887184,37.86502439,-1.580616597,1.40E-06
Bo1g147840,87.48578946,95.54121829,93.33232525,28.7008852,32.91507272,35.5863964,32.40078478,92.11977767,1.503768512,6.45E-07
Bo1g148900,0,0,5.114100014,3.478895176,16.45753636,20.21954341,13.38532498,1.704700005,-3.202277055,0.025220749
Bo1g148920,0.74774179,0.965062811,2.557050007,57.4017704,35.15928223,37.20395988,43.25500417,1.423284869,-5.074695976,6.82E-09
Bo1g148950,115.1522357,87.8207158,72.8759252,43.4861897,36.6554219,46.90934072,42.35031744,91.94962556,1.130462601,0.001389138
Bo1g150080,5.234192532,4.825314055,12.78525003,29.57060899,32.16700289,21.02832515,27.58864568,7.614918874,-1.921140863,0.004614127
Bo1g150100,65.05353575,51.14832898,43.46985012,73.05679869,145.1255479,126.1699509,114.7840992,53.22390495,-1.100514183,0.00939838
Bo1g150210,12.71161043,8.685565299,7.671150021,0,0,0,0,9.689441918,6.036249937,0.00096659
Bo1g150240,57.57611785,116.7726001,54.97657515,39.13757073,35.15928223,31.54248772,35.27978023,76.44176438,1.118635494,0.009304965
Bo1g150250,69.53998649,120.6328514,83.10412522,17.39447588,26.93051405,21.02832515,21.78443836,91.09232103,2.055754066,3.57E-08
Bo1g150280,3.738708951,5.790376866,23.01345006,37.39812314,32.91507272,32.35126946,34.22148844,10.84751196,-1.741124701,0.014033192
Bo1g150330,4.486450741,3.860251244,1.278525003,7.827514145,14.96139669,21.02832515,14.60574533,3.208408996,-2.129646076,0.046726363
Bo1g150360,2.243225371,1.930125622,1.278525003,15.65502829,10.47297768,20.21954341,15.44918313,1.817291999,-3.046454663,0.008436145
Bo1g150370,69.53998649,128.3533539,61.36920017,0,0,0.808781736,0.269593912,86.42084684,8.224943689,1.89E-09
Bo1g150390,17.94580297,10.61569092,38.3557501,2.609171382,1.496139669,0.808781736,1.638030929,22.305748,3.766410692,0.000416533
Bo1g150420,100.9451417,88.78577861,53.69805014,21.74309485,24.68630454,22.64588862,23.025096,81.14299015,1.827588264,3.85E-06
Bo1g150430,40.37805667,91.68096705,168.7653005,3.478895176,6.732628512,10.51416257,6.908562087,100.2747747,3.836674237,2.26E-13
Bo1g150480,121.13417,152.4799241,98.44642527,457.4747156,491.4818814,457.7704628,468.9090199,124.0201731,-1.912688109,6.46E-18
Bo1g151600,287.1328474,197.8378763,178.9935005,56.53204661,50.12067892,59.04106676,55.2312641,221.3214081,2.010952206,1.97E-14
Bo1g151660,6.729676112,14.47594217,7.671150021,20.87337105,25.43437438,29.11614251,25.14129598,9.625589433,-1.389834999,0.039490328
Bo1g151710,112.9090103,72.37971083,130.4095504,323.5372513,318.6777496,352.6288371,331.6146127,105.2327572,-1.661366098,3.07E-10
Bo1g151760,38.88257309,26.0566959,19.17787505,163.5080733,118.9431037,194.9163985,159.1225252,28.03904801,-2.469973167,1.25E-12
Bo1g151990,0,0,0,6.088066558,7.480698346,5.661472155,6.41007902,0,-5.16304284,0.00572345
Bo1g152020,11.96386864,20.26631903,28.12755008,40.87701832,49.37260909,45.29177724,45.18046821,20.11924592,-1.203017548,0.025820806
Bo1g152080,364.8979936,390.8504385,326.0238759,14.7853045,11.22104752,16.17563473,14.06066225,360.5907693,4.688105091,1.43E-55
Bo1g152100,363.40251,238.3705143,338.8091259,131.3282929,115.9508244,127.7875144,125.0222105,313.5273834,1.327631798,1.19E-07
Bo1g153330,17.94580297,17.3711306,11.50672503,58.27149419,97.2490785,95.4362449,83.65227253,15.6078862,-2.399404452,1.60E-08
Bo1g153390,2.990967161,0.965062811,1.278525003,17.39447588,12.71718719,9.705380838,13.27234797,1.744851658,-2.841965488,0.006870755
Bo1g153400,0,0,0,4.34861897,11.96911735,21.83710688,12.71828107,0,-6.152138126,0.000626355
Bo1g154880,7.477417902,3.860251244,5.114100014,0,0,0.808781736,0.269593912,5.483923053,4.253323647,0.043635148
Bo1g155100,2.990967161,1.930125622,6.392625017,19.13392347,50.86874875,30.73370599,33.57879274,3.771239267,-3.228041067,4.24E-05
Bo1g156170,14.9548358,11.58075373,17.89935005,40.00729452,42.63998057,42.0566503,41.56797513,14.81164653,-1.500473523,0.004572271
Bo1g156270,85.24256408,85.89059018,66.48330018,23.48254244,23.93823471,31.54248772,26.32108829,79.20548481,1.595258885,1.27E-05
Bo1g156280,32.90063877,39.56757525,26.84902507,61.75038937,78.54733264,62.27619371,67.52463857,33.10574636,-1.020969262,0.009772265
Bo1g157370,109.9180432,125.4581654,97.16790026,236.564872,252.8476041,275.7945721,255.0690161,110.8480363,-1.198198483,2.08E-07
Bo1g157390,284.8896221,182.3968713,260.8191007,73.92652249,89.02031032,93.00989969,85.31891083,242.7018647,1.507711811,1.47E-08
Bo1g157430,5.234192532,8.685565299,16.62082504,40.00729452,30.67086322,33.1600512,34.61273631,10.18019429,-1.825558403,0.004333168
Bo1g157580,3.738708951,0.965062811,3.83557501,122.6310549,75.5550533,122.1260422,106.7707168,2.846448924,-5.229202598,2.30E-16
Bo1g157630,11.21612685,4.825314055,12.78525003,26.09171382,24.68630454,24.26345209,25.01382349,9.608896981,-1.390904149,0.037282464
Bo1g157720,35.89160593,40.53263806,21.73492506,92.19072216,101.7374975,114.0382248,102.6554815,32.71972302,-1.630139056,8.99E-06
Bo1g158790,495.0050651,351.2828632,282.5540258,171.3355874,180.2848301,201.3866524,184.33569,376.2806514,1.035132357,1.92E-05
Bo1g158870,37.38708951,25.09163309,57.53362516,89.58155078,100.2413578,139.1104587,109.6444558,40.00411592,-1.47224632,0.000454976
Bo1g158890,3.738708951,2.895188433,6.392625017,33.04950417,13.46525702,24.26345209,23.59273776,4.342174134,-2.478528302,0.003871262
Bo1g158950,263.9528519,371.5491822,496.0677013,29.57060899,30.67086322,34.77761467,31.67302896,377.1899118,3.568757852,3.59E-35
Bo2g001040,12.71161043,11.58075373,43.46985012,45.22563728,77.05119297,76.83426496,66.37036507,22.58740476,-1.600977787,0.006729566
Bo2g001070,14.20709401,9.65062811,6.392625017,233.9557006,261.0763723,247.4872114,247.5064281,10.08344905,-4.550461286,2.98E-36
Bo2g001120,28.41418803,21.23138184,14.06377504,0.869723794,0.748069835,0,0.539264543,21.2364483,5.315560381,0.000185928
Bo2g001320,7.477417902,4.825314055,6.392625017,16.52475208,48.62453925,40.43908682,35.19612605,6.231785658,-2.491940716,0.000557037
Bo2g002340,22.43225371,19.30125622,34.52017509,39.13757073,62.83786611,68.7464476,56.90729481,25.41789501,-1.185733824,0.013538115
Bo2g002440,5.981934322,12.54581654,3.83557501,69.57790352,126.4238021,148.0070578,114.6695878,7.454441958,-3.921984077,1.21E-14
Bo2g002620,231.799955,325.2261673,272.3258257,70.44762731,135.4006401,124.5523874,110.1335516,276.4506493,1.323512123,6.84E-06
Bo2g002630,21.68451192,15.44100498,12.78525003,33.04950417,53.86102809,59.8498485,48.92012692,16.63692231,-1.535484471,0.00601485
Bo2g002660,14.9548358,16.40606779,8.949675024,1.739447588,0.748069835,3.235126946,1.907548123,13.43685954,2.839804348,0.007901245
Bo2g002790,87.48578946,107.121972,106.1175753,0.869723794,0.748069835,16.17563473,5.931142786,100.2417789,4.078940606,0.001096088
Bo2g002800,8.225159692,3.860251244,7.671150021,0,0,0,0,6.585520319,5.471072222,0.010438966
Bo2g002820,97.95417452,51.14832898,95.88937526,24.35226623,18.70174587,28.30736078,23.78712429,81.66395959,1.781481236,8.09E-05
Bo2g003870,22.43225371,21.23138184,29.40607508,3.478895176,2.244209504,0,1.90770156,24.35657021,3.682715676,8.62E-05
Bo2g003930,80.75611334,57.90376866,34.52017509,8.697237939,10.47297768,9.705380838,9.625198821,57.7266857,2.597846021,7.60E-08
Bo2g003940,128.6115879,99.40146953,88.21822524,31.31005658,41.89191074,33.96883293,35.72360008,105.4104276,1.566169103,6.19E-07
Bo2g004050,20.18902834,20.26631903,24.29197507,52.18342764,47.12839958,42.0566503,47.12282584,21.58244081,-1.136226589,0.010649638
Bo2g004150,56.08063427,38.60251244,40.91280011,6.088066558,5.984558677,5.661472155,5.911365797,45.19864894,2.941020246,8.03E-07
Bo2g005200,0,0,0,6.957790352,7.480698346,1.617563473,5.35201739,0,-4.901890897,0.030644345
Bo2g005220,26.17096266,20.26631903,38.3557501,0,0.748069835,0,0.249356612,28.26434393,6.60316737,1.24E-05
Bo2g005230,2.243225371,1.930125622,0,10.43668553,9.72490785,13.74928952,11.30362763,1.391116998,-2.901871892,0.025772644
Bo2g005280,10.46838506,11.58075373,26.84902507,103.4971315,81.53961197,90.58355448,91.87343265,16.29938796,-2.547407784,6.50E-08
Bo2g005330,15.70257759,18.33619341,11.50672503,0,0,0.808781736,0.269593912,15.18183201,5.723945701,0.000137605
Bo2g005340,8.972901483,6.755439677,14.06377504,0,0,0.808781736,0.269593912,9.930705399,5.085000059,0.002063081
Bo2g005420,8.225159692,10.61569092,8.949675024,0,1.496139669,0,0.498713223,9.263508546,4.119789601,0.004641621
Bo2g005440,6.729676112,5.790376866,5.114100014,0,0,0,0,5.878050997,5.314956741,0.003215754
Bo2g006500,8.972901483,18.33619341,5.114100014,0.869723794,0,0,0.289907931,10.80773164,5.234691702,0.001744052
Bo2g006680,63.55805217,54.04351742,77.99002521,0.869723794,0.748069835,0,0.539264543,65.19719827,6.919244657,1.21E-08
Bo2g006700,9.720643273,15.44100498,8.949675024,0,0,0,0,11.37044109,6.26054597,0.000444729
Bo2g007100,38.88257309,18.33619341,31.96312509,1.739447588,0.748069835,0,0.829172474,29.7272972,5.206855255,5.88E-07
Bo2g007270,6.729676112,5.790376866,5.114100014,27.83116141,19.4498157,28.30736078,25.19611263,5.878050997,-2.079981843,0.003702266
Bo2g007350,12.71161043,16.40606779,5.114100014,0.869723794,0,0.808781736,0.559501843,11.41059274,4.405266596,0.007784022
Bo2g007560,26.91870445,26.0566959,23.01345006,66.96873213,53.11295826,49.33568592,56.47245877,25.3296168,-1.147148951,0.006147073
Bo2g008640,15.70257759,24.12657028,19.17787505,32.17978038,54.60909793,59.04106676,48.60998169,19.66900764,-1.314942505,0.010207887
Bo2g008700,26.91870445,23.16150746,12.78525003,5.218342764,0,2.426345209,2.548229324,20.95515398,3.092224198,0.001240315
Bo2g008950,38.1348313,33.77719839,29.40607508,3.478895176,8.228768181,15.36685299,9.024838783,33.77270159,1.903061104,0.000249161
