Supplementary Table 4: Cabbage vs TO1000 DEGs,,,,,,,,,
Gene,Cabbage_1,Cabbage_2,TO1000_1,TO1000_2,TO1000_3,Cabbage_Mean,TO1000_Mean,CvT_log2FC,CvT_padj
Bo2g133800,39.37474665,35.01551831,4.34861897,10.47297768,7.279035628,37.19513248,26.74467626,2.312946687,0.000340242
Bo2g133820,0,0,9.566961733,10.47297768,13.74928952,0,8.073140932,-5.525774793,0.006200212
Bo2g134050,33.46853465,18.85450986,207.8639868,229.6574392,274.1770087,26.16152226,73.16645587,-3.271584186,1.85E-17
Bo2g134070,137.8116133,194.8299352,427.9041066,356.8293111,355.0551823,166.3207743,570.057438,-1.168560313,1.10E-05
Bo2g134120,137.8116133,155.3252479,337.452832,324.6623082,344.5410197,146.5684306,229.8313746,-1.184925434,2.05E-06
Bo2g134160,51.18717065,47.58519156,133.9374643,102.4855673,116.4645701,49.3861811,96.13226264,-1.257102854,0.008032939
Bo2g134200,0,0,2.609171382,7.480698346,12.13172605,0,4.374342006,-4.924197664,0.030041201
Bo2g134390,120.0929773,102.3530535,65.22928455,47.12839958,44.48299551,111.2230154,95.55312902,1.082009313,0.003093544
Bo2g134420,64.96833198,72.72453804,17.39447588,22.44209504,14.55807126,68.84643501,141.684664,1.929767521,6.89E-07
Bo2g134450,0,3.591335212,26.09171382,40.39577107,27.49857904,1.795667606,21.23729401,-3.744422968,0.000422653
Bo2g134630,0,1.795667606,15.65502829,16.45753636,10.51416257,0.897833803,0.82018213,-3.62493951,0.037726979
Bo2g134710,13.78116133,9.876171832,0,0,0,11.82866658,6.907207923,6.295606411,0.000319834
Bo2g134770,19.68737333,49.38085916,0,2.992279339,0.808781736,34.53411624,1.49548358,4.751552829,0.049557309
Bo2g134800,17.71863599,30.5263493,154.8108353,191.5058777,133.4489865,24.12249265,8.153685869,-2.657086349,2.76E-10
Bo2g136070,23.62484799,49.38085916,12.17613312,2.244209504,2.426345209,36.50285358,3.94804619,2.743673194,0.004887905
Bo2g136130,39.37474665,26.93501409,10.43668553,10.47297768,4.043908682,33.15488037,9.649169449,1.973891676,0.011999123
Bo2g136400,9.843686663,11.67183944,86.97237939,41.89191074,33.1600512,10.75776305,0.997109868,-2.303601047,0.002073759
Bo2g136730,11.812424,26.93501409,59.14121799,42.63998057,41.24786856,19.37371904,60.55014979,-1.193709122,0.032044818
Bo2g136930,110.2492906,112.2292254,0,0.748069835,0,111.239258,53.73098733,8.587990173,1.44E-10
Bo2g137020,1.968737333,0,27.83116141,13.46525702,6.470253892,0.984368666,22.69117616,-4.582246892,0.011937021
Bo2g137040,61.03085731,49.38085916,1.739447588,0,0.808781736,55.20585824,21.91223301,6.079590671,8.05E-09
Bo2g137060,92.53065463,96.96605072,156.5502829,240.8784868,207.8569063,94.74835267,116.9986729,-1.088130487,0.000637698
Bo2g137070,1.968737333,0,46.96508487,39.64770124,33.96883293,0.984368666,1.994219736,-5.941533554,0.000295684
Bo2g137130,3.937474665,3.591335212,64.35956075,74.05891363,79.26061017,3.764404938,405.3819729,-4.293257266,8.51E-10
Bo2g137140,25.59358532,62.84836621,7.827514145,5.984558677,6.470253892,44.22097576,25.16079366,2.757543149,3.82E-05
Bo2g137190,19.68737333,21.54801127,62.62011316,63.58593594,81.68695538,20.6176923,46.69472771,-1.737495126,0.00128913
Bo2g137240,0,0,13.04585691,17.2056062,21.83710688,0,9.399922186,-6.151163496,0.001010239
Bo2g137260,0,0,22.61281864,20.19788553,22.64588862,0,2.669642001,-6.478765367,0.000521603
Bo2g138380,185.0613093,237.028124,114.8035408,91.26451982,90.58355448,211.0447166,150.1523042,1.108538578,9.77E-05
Bo2g138810,127.9679266,89.78338029,187.8603395,232.6497186,230.5027949,108.8756535,173.8245019,-1.027368884,0.000502709
Bo2g138990,29.53105999,12.56967324,3.478895176,2.244209504,0.808781736,21.05036661,26.44826896,3.226198565,0.000759268
Bo2g139010,185.0613093,190.3407662,7.827514145,7.480698346,6.470253892,187.7010377,216.1824932,4.694882444,1.18E-31
Bo2g139080,57.09338264,39.50468733,6.088066558,3.740349173,4.852690419,48.29903499,12.88986713,3.294071199,1.36E-06
Bo2g139170,1.968737333,3.591335212,21.74309485,29.92279339,25.07223383,2.780036272,19.59632567,-3.084969426,0.001656385
Bo2g139190,17.71863599,0.897833803,23.48254244,119.6911735,129.4050778,9.308234898,39.86806472,-3.383122961,0.021509577
Bo2g140270,21.65611066,19.75234366,0.869723794,3.740349173,0.808781736,20.70422716,1.173916791,3.485884244,0.006280582
Bo2g140320,0,0,6.957790352,5.984558677,8.896599101,0,0.249247263,-4.895092509,0.045553388
Bo2g140490,29.53105999,43.09602254,6.957790352,12.71718719,8.896599101,36.31354126,20.48023947,1.944687192,0.005455496
Bo2g140550,9.843686663,34.11768451,0,0,0,21.98068559,171.8536116,7.344268196,1.24E-07
Bo2g140590,45.28095865,32.32201691,89.58155078,64.33400578,73.59913802,38.80148778,40.25421777,-1.002855167,0.031411592
Bo2g143840,55.12464531,43.99385634,149.5924926,200.4827157,186.0197994,49.55925083,60.05927661,-1.87980406,1.76E-08
Bo2g143850,1.968737333,0.897833803,31.31005658,16.45753636,12.13172605,1.433285568,42.16789257,-3.987660448,0.003398564
Bo2g143860,0,0,28.7008852,39.64770124,33.96883293,0,0,-7.124912988,7.96E-05
Bo2g144890,39.37474665,25.13934648,0,3.740349173,4.043908682,32.25704657,26.04482828,3.577569448,2.19E-05
Bo2g144920,0,0,4.34861897,15.70946653,13.74928952,0,4.052775217,-5.529587556,0.013566216
Bo2g145020,159.4677239,113.1270592,1041.059381,786.969466,782.0919392,136.2973916,506.0766445,-2.680098443,8.39E-06
Bo2g146340,0,0,19.13392347,32.16700289,42.86543203,0,0.570934867,-7.005436633,0.000129236
Bo2g146400,13.78116133,8.978338029,33.04950417,29.17472355,47.71812245,11.37974968,18.3333969,-1.748582457,0.01565845
Bo2g146410,68.90580664,79.90720846,151.3319401,193.7500872,168.2266012,74.40650755,74.10648889,-1.187939993,0.000289435
Bo2g146440,0,0.897833803,3.478895176,18.70174587,25.07223383,0.448916901,8.371127704,-4.644073286,0.016359918
Bo2g146560,1.968737333,0,69.57790352,86.02803098,61.46741197,0.984368666,16.03381957,-6.802970177,1.20E-05
Bo2g146570,5.906211998,16.16100845,29.57060899,62.08979627,44.48299551,11.03361023,61.22484717,-1.903225968,0.001866246
Bo2g147690,25.59358532,30.5263493,5.218342764,8.976838016,4.852690419,28.05996731,41.82165843,2.14754795,0.001142456
Bo2g147770,29.53105999,18.85450986,0.869723794,1.496139669,2.426345209,24.19278493,25.04021789,3.875696104,3.31E-05
Bo2g147790,0,0,10.43668553,8.976838016,10.51416257,0,0,-5.349670239,0.018719591
Bo2g147800,0,0,12.17613312,11.22104752,10.51416257,0,2.710035284,-5.530106363,0.00807824
Bo2g147810,7.87494933,25.13934648,0,0.748069835,0,16.50714791,5.23467579,5.880997728,0.000755387
Bo2g147900,31.49979732,17.05884226,1.739447588,3.740349173,2.426345209,24.27931979,1.600091793,3.165803981,0.004376561
Bo2g147960,0,7.182670423,41.74674211,17.2056062,20.21954341,3.591335212,3.2003044,-2.608723833,0.021855977
Bo2g148090,15.74989866,8.080504226,38.26784693,31.41893305,38.82152335,11.91520144,27.30786897,-1.700803692,0.014493682
Bo2g148140,41.34348398,27.83284789,0.869723794,0.748069835,4.852690419,34.58816594,5.307236945,3.99000099,3.97E-05
Bo2g149190,7.87494933,9.876171832,40.87701832,43.38805041,29.11614251,8.875560581,24.50096763,-2.053645278,0.003017907
Bo2g149230,0,0.897833803,13.9155807,32.16700289,24.26345209,0.448916901,11.82019611,-5.209032026,0.002607518
Bo2g149260,0,0,2.609171382,7.480698346,12.13172605,0,0.426175001,-4.923158795,0.048192382
Bo2g149280,0,0,13.04585691,8.228768181,9.705380838,0,0,-5.398342785,0.016966635
Bo2g149310,7.87494933,4.489169015,0,0,0,6.182059172,2.243467,5.350010436,0.017559123
Bo2g149410,1.968737333,0,29.57060899,13.46525702,16.17563473,0.984368666,15.56773454,-4.905939107,0.004491825
Bo2g149540,362.2476692,449.8147353,108.7154742,176.544481,167.4178194,406.0312022,87.3169563,1.430915864,3.66E-06
Bo2g149570,3.937474665,0.897833803,90.45127457,115.9508244,116.4645701,2.417654234,149.9902389,-5.842934735,9.72E-10
Bo2g149980,842.6195783,1221.053972,2109.0802,2927.945333,2194.224851,1031.836775,685.1195976,-1.219362671,6.82E-07
Bo2g150270,33.46853465,84.39637748,8.697237939,17.2056062,22.64588862,58.93245606,16.24279437,1.893652716,0.003822988
Bo2g150320,1.968737333,2.693501409,22.61281864,13.46525702,15.36685299,2.331119371,9.689683547,-2.814345515,0.019413552
Bo2g150380,3.937474665,0,20.00364726,11.22104752,14.55807126,1.968737333,11.50685473,-3.479865587,0.017895019
Bo2g150420,61.03085731,58.35919719,133.0677405,121.1873132,141.5368039,59.69502725,55.38018108,-1.148331725,0.001593237
Bo2g150430,43.31222132,19.75234366,169.5961398,96.50100867,124.5523874,31.53228249,111.805961,-2.142128956,5.57E-07
Bo2g150500,9.843686663,24.24151268,37.39812314,61.34172644,48.52690419,17.04259967,15.09269922,-1.439847463,0.0361418
Bo2g151570,112.218028,122.1053972,256.5685192,360.5696603,355.863964,117.1617126,189.1166304,-1.46387798,1.88E-06
Bo2g151590,7.87494933,15.26317465,60.01094178,53.11295826,50.14446766,11.56906199,38.9354203,-2.127530374,0.000142574
Bo2g151610,43.31222132,29.6285155,5.218342764,6.732628512,4.852690419,36.47036841,83.30590332,2.656470722,2.53E-06
Bo2g151670,139.7803506,143.6534085,0,0.748069835,0.808781736,141.7168795,121.4293758,8.046042192,2.53E-12
Bo2g151680,149.6240373,127.4924,6.088066558,0.748069835,2.426345209,138.5582186,64.5389606,5.533435674,1.30E-21
Bo2g151720,289.4043879,223.5606169,125.2402263,112.958545,106.7591892,256.4825024,359.0625138,1.144505513,6.35E-06
Bo2g151860,122.0617146,113.1270592,238.3043195,199.7346458,276.6033539,117.5943869,256.9298885,-1.024638257,0.000194241
Bo2g155040,9.843686663,13.46750704,0.869723794,1.496139669,0,11.65559685,2.38834768,3.880762986,0.021920868
Bo2g155400,19.68737333,14.36534085,46.09536108,53.86102809,42.0566503,17.02635709,85.38297236,-1.526868424,0.004853163
Bo2g155410,13.78116133,21.54801127,67.83845593,38.15156157,51.76203113,17.6645863,11.95709301,-1.522629523,0.020442732
Bo2g155640,1.968737333,4.489169015,118.282436,75.5550533,93.00989969,3.228953174,0.249247263,-4.723288785,2.48E-09
Bo2g155680,47.24969598,32.32201691,107.8457504,77.7992628,88.15720928,39.78585644,41.0257812,-1.239520863,0.004399385
Bo2g155810,5.906211998,3.591335212,19.13392347,11.22104752,16.17563473,4.748773605,1551.384578,-1.8225307,0.016980763
Bo2g155880,5.906211998,0,17.39447588,39.64770124,38.82152335,2.953105999,10.74302456,-3.887850575,0.001760515
Bo2g155960,23.62484799,8.080504226,0.869723794,1.496139669,0.808781736,15.85267611,1.101597266,3.85336754,0.012321699
Bo2g156000,53.15590798,44.89169015,88.71182698,107.7220562,125.3611692,49.02379906,56.98027287,-1.148849256,0.004275881
Bo2g156090,31.49979732,36.81118592,1.739447588,0,0,34.15549162,34.11760677,5.990515191,3.89E-06
Bo2g156100,9.843686663,0.897833803,47.83480867,26.93051405,40.43908682,5.370760233,114.6842154,-3.275238238,2.32E-05
Bo2g156110,0,0,23.48254244,35.90735206,37.20395988,0,13.21965933,-7.042749412,6.39E-05
Bo2g156120,124.030452,160.7122507,40.00729452,62.08979627,50.14446766,142.3713513,46.89682382,1.496045229,7.08E-05
Bo2g156160,64.96833198,41.30035493,7.827514145,14.96139669,17.7931982,53.13434346,19.02575325,1.943851962,0.001518711
Bo2g156170,0,0,2.609171382,13.46525702,8.087817365,0,0,-5.045936679,0.04486813
Bo2g156220,1.968737333,0,269.6143761,169.8118525,181.167109,0.984368666,84.51997177,-8.324511591,1.72E-08
Bo2g156230,3.937474665,0,75.66597007,38.15156157,48.52690419,1.968737333,26.90649102,-5.373239697,1.83E-05
Bo2g158460,0,0,6.088066558,7.480698346,16.17563473,0,0,-5.341839043,0.021350779
Bo2g158490,47.24969598,62.84836621,33.04950417,11.96911735,21.83710688,55.04903109,33.19390375,1.330860039,0.020361369
Bo2g158600,31.49979732,36.81118592,4.34861897,8.228768181,11.32294431,34.15549162,51.32643046,2.104544273,0.000393405
Bo2g158630,55.12464531,72.72453804,15.65502829,26.93051405,16.17563473,63.92459167,16.60499607,1.714373722,0.001659917
Bo2g158640,1.968737333,3.591335212,32.17978038,32.91507272,32.35126946,2.780036272,59.17585495,-3.419091005,0.000129796
Bo2g158680,7.87494933,32.32201691,1.739447588,0.748069835,2.426345209,20.09848312,3.883710446,3.674967578,0.004393116
Bo2g158960,9.843686663,8.080504226,39.13757073,30.67086322,25.07223383,8.962095445,8.579740056,-1.846904488,0.020928756
Bo2g158970,33.46853465,35.01551831,1.739447588,0,4.852690419,34.24202648,20.4084032,3.986316223,3.19E-06
Bo2g159020,11.812424,26.03718028,53.05315143,38.8996314,46.90934072,18.92480214,62.13440372,-1.184785782,0.03094741
Bo2g159200,53.15590798,92.4768817,37.39812314,39.64770124,33.1600512,72.81639484,52.76507882,1.016314782,0.049796764
Bo2g159220,2807.419436,6195.951074,741.8743962,1398.142521,1309.417631,4501.685255,1306.62492,1.969478793,0.000231544
Bo2g159260,29.53105999,26.03718028,6.088066558,10.47297768,2.426345209,27.78412014,10.51797027,2.117934401,0.0165759
Bo2g159370,27.56232266,12.56967324,100.8879601,69.57049462,86.5396458,20.06599795,37.06067123,-2.17280084,0.000579841
Bo2g159390,0,0,8.697237939,13.46525702,25.88101557,0,3.811511735,-6.034466243,0.002071106
Bo2g159400,1.968737333,0,14.7853045,19.4498157,16.17563473,0.984368666,1.953947268,-4.646642528,0.015316469
Bo2g159430,17.71863599,18.85450986,60.01094178,54.60909793,49.33568592,18.28657293,34.69737112,-1.569654625,0.003106944
Bo2g159440,0,0,15.65502829,6.732628512,5.661472155,0,15.02086295,-5.248891798,0.008302331
Bo2g159480,0,0,13.9155807,6.732628512,4.852690419,0,1.672411318,-5.115771042,0.027650936
Bo2g159490,5.906211998,1.795667606,44.35591349,30.67086322,21.02832515,3.850939802,18.16481539,-3.291585178,0.000557445
Bo2g160780,21.65611066,21.54801127,1.739447588,3.740349173,0.808781736,21.60206096,1.600212607,3.348263025,0.007138382
Bo2g160800,236.2484799,274.7371437,141.7649784,132.4083607,103.5240623,255.4928118,140.3201652,1.027802589,0.000437933
Bo2g161100,3.937474665,6.284836621,251.3501764,341.1198446,355.863964,5.111155643,292.5119161,-5.843581062,2.05E-25
Bo2g161110,7.87494933,10.77400564,36.52839935,26.93051405,30.73370599,9.324477483,12.10149043,-1.707177945,0.033727884
Bo2g161170,33.46853465,34.11768451,9.566961733,14.96139669,8.087817365,33.79310958,42.25605884,1.629607653,0.007739167
Bo2g161180,124.030452,173.281924,26.09171382,35.15928223,29.92492425,148.656188,62.76242432,2.300568592,7.22E-10
Bo2g161230,13.78116133,27.83284789,81.75403663,61.34172644,40.43908682,20.80700461,66.54152656,-1.472338783,0.007384431
Bo2g161340,49.21843331,44.89169015,122.6310549,77.05119297,88.96599101,47.05506173,79.77544428,-1.039288421,0.01261648
Bo2g161360,17.71863599,14.36534085,50.44398005,42.63998057,47.71812245,16.04198842,10.51809109,-1.575171354,0.014451526
Bo2g161390,61.03085731,100.5573859,44.35591349,24.68630454,30.73370599,80.79412162,53.49781956,1.314630617,0.004054865
Bo2g161410,61.03085731,52.07436057,180.0328253,216.1921822,204.6217793,56.55260894,129.0283271,-1.846517578,4.43E-10
Bo2g161500,59.06211998,63.74620001,25.22199002,26.18244421,19.41076168,61.40415999,41.53383899,1.383391195,0.00855697
Bo2g161590,1187.148612,1347.648538,758.3991483,550.5793983,486.0778236,1267.398575,621.2240578,1.085088319,2.79E-06
Bo2g161610,143.7178253,117.6162282,14.7853045,16.45753636,16.17563473,130.6670267,278.3414435,3.030525455,1.16E-19
Bo2g161750,47.24969598,49.38085916,0,0.748069835,0.808781736,48.31527757,7.654949713,6.497480611,7.33E-07
Bo2g161770,13.78116133,7.182670423,86.1026556,66.57821528,60.65863024,10.48191588,67.52193509,-2.887432858,2.29E-07
Bo2g161850,80.71823064,72.72453804,156.5502829,150.3620368,162.565129,76.72138434,120.7597449,-1.038279515,0.002203029
Bo2g161860,19.68737333,18.85450986,6.957790352,3.740349173,2.426345209,19.27094159,25.7963059,2.149812463,0.009403865
Bo2g162920,1.968737333,2.693501409,18.26419967,11.96911735,11.32294431,2.331119371,27.09853174,-2.500486119,0.029626836
Bo2g164050,64.96833198,83.49854367,202.645644,237.1381376,220.7974141,74.23343782,142.4638577,-1.543304152,2.97E-07
Bo2g164130,61.03085731,44.89169015,2.609171382,2.992279339,2.426345209,52.96127373,57.10749458,4.28223954,2.18E-10
Bo2g164140,76.78075597,57.46136339,216.5612247,190.009738,203.8129976,67.12105968,38.34912194,-1.619587365,0.000129576
Bo2g164210,11.812424,33.21985071,6.957790352,3.740349173,4.043908682,22.51613735,13.59709482,2.259209044,0.015924475
Bo2g164280,9.843686663,5.387002818,14.7853045,41.1438409,66.32010239,7.61534474,9.263629361,-2.505785422,0.004347252
Bo2g164300,45.28095865,61.9505324,20.87337105,26.93051405,27.49857904,53.61574553,97.1539457,1.120611403,0.012276865
Bo2g165380,1.968737333,0.897833803,13.04585691,31.41893305,18.60197994,1.433285568,15.72046931,-4.049353048,0.007652833
Bo2g165510,51.18717065,54.76786198,13.9155807,17.2056062,22.64588862,52.97751631,7.084014846,1.565270135,0.012096038
Bo2g165560,0,0,794.9275477,968.002366,881.5720928,0,5.484043868,-11.81587191,4.40E-14
Bo2g165590,0,0,133.0677405,74.80698346,79.26061017,0,0,-8.610684256,2.84E-07
Bo2g165610,0,0,228.7373578,258.0840929,236.164267,0,0.249247263,-9.944976452,6.00E-10
Bo2g165780,1.968737333,0.897833803,12.17613312,25.43437438,12.13172605,1.433285568,0.996989054,-3.690762032,0.027814644
Bo2g165820,3.937474665,10.77400564,0,0,0,7.35574015,8.587844652,5.696048244,0.00232308
Bo2g165870,15.74989866,17.05884226,46.09536108,38.8996314,46.90934072,16.40437046,14.41800184,-1.41225389,0.040845294
Bo2g165940,3.937474665,0,7.827514145,12.71718719,20.21954341,1.968737333,38.62957056,-3.363725031,0.017123859
Bo2g166110,41.34348398,18.85450986,93.06044595,98.74521817,109.9943162,30.09899692,23.46322285,-1.823004508,0.000318369
Bo2g166140,45.28095865,40.40252113,11.30640932,20.19788553,12.94050778,42.84173989,30.36342239,1.51633188,0.012121158
Bo2g166240,102.3743413,120.3097296,32.17978038,68.82242479,63.08497544,111.3420354,115.2364039,1.028677442,0.014019682
Bo2g166310,25.59358532,10.77400564,51.31370384,45.63225991,36.39517814,18.18379548,21.30961353,-1.390877647,0.036584865
Bo2g166500,74.81201864,55.66569578,27.83116141,14.96139669,15.36685299,65.23885721,61.50699608,1.740534283,0.000355435
Bo2g166530,1000.118565,1203.99513,3.478895176,5.236488842,1.617563473,1102.056847,461.9535225,8.306499621,1.64E-71
Bo2g166540,41.34348398,57.46136339,14.7853045,23.19016487,10.51416257,49.40242369,20.36764748,1.623388231,0.010302194
Bo2g166560,29.53105999,26.93501409,9.566961733,8.228768181,10.51416257,28.23303704,32.81610582,1.575000517,0.016459664
Bo2g167560,43.31222132,42.19818874,113.0640932,88.27224049,87.34842754,42.75520503,78.62583239,-1.171943217,0.003228333
Bo2g167630,33.46853465,97.86388452,3.478895176,23.93823471,36.39517814,65.66620959,26.4549149,1.647070453,0.034334048
Bo2g167740,59.06211998,51.17652677,186.9906157,173.5522016,192.4900533,55.11932337,72.05603801,-1.759258652,3.13E-08
Bo2g167770,29.53105999,49.38085916,121.7613312,99.49328801,109.9943162,39.45595957,45.13540053,-1.426408907,0.000411349
Bo2g167810,0,0,35.65867555,36.6554219,38.82152335,0,15.92122758,-7.243145723,2.99E-05
Bo2g167970,47.24969598,29.6285155,12.17613312,14.21332686,18.60197994,38.43910574,15.70438981,1.325353702,0.048667326
Bo2g168040,1.968737333,3.591335212,12.17613312,23.19016487,26.6897973,2.780036272,6.19151319,-2.796328297,0.016844082
Bo2g168160,76.78075597,121.2075634,39.13757073,59.84558677,31.54248772,98.99415968,12.93038123,1.201177815,0.016928374
Bo2g168230,1.968737333,0,693.1698638,706.1779239,710.1103646,0.984368666,5.588410451,-10.09456693,1.75E-12
Bo2g168300,5.906211998,11.67183944,0,0.748069835,0,8.789025718,16.78204462,4.987778818,0.003510773
Bo2g168320,114.1867653,76.31587325,12.17613312,15.70946653,18.60197994,95.25131927,43.21942136,2.602012044,5.27E-07
Bo3g001020,88.59317997,128.3902338,6.957790352,14.96139669,17.7931982,108.4917069,40.19012365,3.04036187,3.30E-11
Bo3g001180,1.968737333,1.795667606,7.827514145,14.21332686,17.7931982,1.882202469,18.22140898,-2.840918702,0.040109039
Bo3g001360,685.1205917,800.8677522,123.5007787,154.8504558,114.8470066,742.994172,344.9133601,2.504372054,1.78E-27
Bo3g001370,131.9054013,85.29421128,270.4840999,276.7858388,356.6727458,108.5998063,137.3975129,-1.507453342,3.35E-07
Bo3g001390,21.65611066,7.182670423,53.05315143,63.58593594,85.73086407,14.41939054,26.23807714,-2.384414423,6.73E-05
Bo3g001410,45.28095865,59.25703099,16.52475208,18.70174587,14.55807126,52.26899482,28.83479554,1.669726034,0.00316566
Bo3g001490,74.81201864,39.50468733,112.1943694,129.4160814,120.5084787,57.15835298,81.72334968,-1.141466339,0.004107927
Bo3g001590,72.84328131,66.43970142,23.48254244,32.16700289,36.39517814,69.64149136,49.83168065,1.173863885,0.016133823
Bo3g001830,25.59358532,22.44584507,52.18342764,56.1052376,50.9532494,24.0197152,41.44433487,-1.160866113,0.036145929
Bo3g001860,55.12464531,67.33753522,20.87337105,25.43437438,30.73370599,61.23109027,40.60807324,1.265769326,0.008662555
Bo3g001940,37.40600932,20.65017747,1.739447588,5.236488842,0.808781736,29.02809339,7.124408129,3.429198846,0.000382153
Bo3g002110,9.843686663,5.387002818,0,0,0,7.61534474,1.889732339,5.652757777,0.009484255
Bo3g002230,92.53065463,166.9970873,2.609171382,0.748069835,2.426345209,129.763871,28.69814027,6.119596726,2.32E-17
Bo3g002300,255.9358532,281.9198141,100.0182363,145.8736178,146.3894943,268.9278337,221.8755297,1.041790811,0.001018415
Bo3g002360,0,0,33.91922796,46.38032975,40.43908682,0,0.249247263,-7.363722288,3.21E-05
Bo3g002420,344.5290332,322.3223353,142.6347022,165.3234335,156.9036569,333.4256842,203.1521048,1.103605223,0.002764363
Bo3g002520,23.62484799,25.13934648,100.8879601,82.28768181,105.1416257,24.38209724,53.43178353,-1.97002253,3.69E-05
Bo3g002630,1.968737333,3.591335212,96.53934113,43.38805041,51.76203113,2.780036272,466.3370066,-4.413338325,1.42E-05
Bo3g002670,59.06211998,44.89169015,163.5080733,124.9276624,185.2110177,51.97690506,48.84084539,-1.628780865,3.41E-05
Bo3g002760,9.843686663,16.16100845,0,0.748069835,1.617563473,13.00234756,76.59884071,4.08308429,0.000340285
Bo3g002900,0,0,23.48254244,18.70174587,21.02832515,0,0,-6.428095417,0.000854252
Bo3g002950,462.6532732,492.012924,208.7337105,231.1535789,215.1359419,477.3330986,223.9366222,1.130110121,1.61E-07
Bo3g003010,86.62444263,93.3747155,193.948406,174.3002715,177.1232003,89.99957907,131.0810823,-1.006955509,0.001629968
Bo3g003060,15.74989866,22.44584507,59.14121799,49.37260909,62.27619371,19.09787187,53.07937783,-1.526282404,0.00419619
Bo3g003160,15.74989866,17.05884226,47.83480867,56.1052376,81.68695538,16.40437046,20.54481685,-1.904919517,0.000846588
Bo3g003270,15.74989866,7.182670423,28.7008852,31.41893305,37.20395988,11.46628454,28.28938261,-1.619206603,0.024350009
Bo3g003350,33.46853465,31.4241831,104.3668553,80.04347231,77.6430467,32.44635888,53.28001528,-1.435284602,0.000887451
Bo3g003650,72.84328131,62.84836621,140.8952546,131.6602909,137.4928952,67.84582376,76.96238026,-1.026052275,0.002548189
Bo3g003700,37.40600932,36.81118592,2.609171382,8.228768181,8.896599101,37.10859762,14.93270556,2.48144437,0.000626576
Bo3g003710,74.81201864,80.80504226,174.8144826,214.6960425,203.0042159,77.80853045,80.99895517,-1.337160913,2.20E-05
Bo3g003730,5.906211998,6.284836621,48.70453246,41.1438409,36.39517814,6.095524309,11.5390226,-2.774880652,0.000211192
Bo3g003820,66.93706931,53.87002818,143.504426,118.9431037,127.7875144,60.40354874,55.82220283,-1.125349088,0.005567817
Bo3g003840,7.87494933,16.16100845,1.739447588,0.748069835,0.808781736,12.01797889,5.331179405,3.501577587,0.027817624
Bo3g003860,143.7178253,136.470738,52.18342764,56.85330743,66.32010239,140.0942817,210.1115558,1.257015323,0.000103197
Bo3g004000,21.65611066,76.31587325,4.34861897,4.488419008,3.235126946,48.98599195,87.86467359,3.671905218,6.61E-09
Bo3g004030,35.43727199,79.00937466,0,2.992279339,0,57.22332332,15.5673721,5.780138819,1.24E-08
Bo3g004230,80.71823064,143.6534085,13.04585691,16.45753636,13.74928952,112.1858196,52.77281209,2.97874973,6.08E-11
Bo3g004600,17.71863599,9.876171832,51.31370384,40.39577107,40.43908682,13.79740391,37.62484824,-1.767726367,0.003036019
Bo3g004690,17.71863599,40.40252113,93.06044595,68.82242479,86.5396458,29.06057856,69.78911181,-1.413858648,0.001644738
Bo3g004850,94.49939196,49.38085916,115.6732646,206.4672744,275.7945721,71.94012556,47.32927343,-1.505404365,0.0017609
Bo3g004910,19.68737333,12.56967324,72.1870749,39.64770124,34.77761467,16.12852328,54.59155386,-1.659406345,0.005760287
Bo3g004920,157.4989866,96.96605072,53.05315143,44.88419008,50.14446766,127.2325187,107.002898,1.33936923,0.000161844
Bo3g004930,62.99959464,82.60070987,46.96508487,27.67858388,33.1600512,72.80015226,42.05530946,1.038607287,0.041397789
Bo3g004960,0,0.897833803,13.9155807,14.96139669,14.55807126,0.448916901,5.661213235,-4.521005981,0.023176635
Bo3g005030,11.812424,4.489169015,62.62011316,22.44209504,35.5863964,8.150796505,16.68504886,-2.432016831,0.004471658
Bo3g005120,66.93706931,163.4057521,23.48254244,49.37260909,51.76203113,115.1714107,54.25390758,1.496350597,0.001996866
Bo3g005150,61.03085731,102.3530535,44.35591349,41.1438409,38.82152335,81.69195542,62.50228484,1.008148146,0.035429118
Bo3g005300,120.0929773,51.17652677,46.96508487,36.6554219,30.73370599,85.63475203,47.42724459,1.128780943,0.025470693
Bo3g005390,39.37474665,33.21985071,102.6274077,82.28768181,75.21670149,36.29729868,64.00018472,-1.27518482,0.003925593
Bo3g005560,407.5286278,299.8764902,938.4319737,1144.546847,1168.689609,353.702559,184.988237,-1.623366577,7.29E-08
Bo3g005660,15.74989866,24.24151268,0,0,2.426345209,19.99570567,6.416817993,4.649074929,0.000849908
Bo3g006660,29.53105999,29.6285155,60.01094178,71.06663429,80.87817365,29.57978774,55.30616126,-1.256683033,0.00716079
Bo3g006710,137.8116133,118.514062,13.04585691,23.93823471,24.26345209,128.1628376,9.753536032,2.638870781,1.34E-08
Bo3g006770,29.53105999,9.876171832,65.22928455,55.35716776,71.98157455,19.70361591,46.74213826,-1.841667955,0.001174216
Bo3g006890,0,0,10.43668553,20.94595537,24.26345209,0,2.380122269,-6.246909774,0.001899027
Bo3g006920,198.8424706,138.2664057,52.18342764,95.004869,83.30451886,168.5544381,117.3986011,1.116010742,0.004186323
Bo3g006990,3.937474665,6.284836621,34.78895176,21.6940252,28.30736078,5.111155643,11.45859848,-2.390411834,0.009041614
Bo3g007140,1.968737333,0,29.57060899,26.93051405,22.64588862,0.984368666,0.675422265,-5.320502596,0.002260354
